A,C,DA,DR,D_A,D_R,MA,MR,R,Time
778,21,0,0,1,1,43,23,0,0.721616
778,21,0,0,1,1,44,23,0,0.721627
777,21,0,0,1,1,44,23,0,0.721813
777,21,0,0,1,1,45,23,0,0.722209
777,21,0,0,1,1,44,23,0,0.722639
778,21,0,0,1,1,44,23,0,0.722646
779,21,0,0,1,1,44,23,0,0.722874
780,21,0,1,1,0,44,23,0,0.723439
780,21,0,1,1,0,45,23,0,0.723443
780,21,0,1,1,0,46,23,0,0.723512
779,21,0,0,1,1,46,23,0,0.723521
780,21,0,0,1,1,46,23,0,0.723694
779,21,0,0,1,1,46,23,0,0.724306
780,21,0,0,1,1,46,23,0,0.72484
781,21,0,0,1,1,46,23,0,0.72492
782,21,0,0,1,1,46,23,0,0.725109
781,21,0,0,1,1,46,23,0,0.725118
782,21,0,0,1,1,46,23,0,0.72519
783,21,0,0,1,1,46,23,0,0.725594
784,21,0,0,1,1,46,23,0,0.725998
785,21,0,0,1,1,46,23,0,0.726396
785,20,0,0,1,1,46,23,1,0.726589
785,20,0,0,1,1,47,23,1,0.726628
784,20,0,0,1,1,47,23,1,0.726878
784,20,0,0,1,1,46,23,1,0.727011
783,20,0,0,1,1,46,23,1,0.727094
782,20,0,0,1,1,46,23,1,0.727139
781,20,0,0,1,1,46,23,1,0.727314
780,20,0,0,1,1,46,23,1,0.727354
781,20,0,0,1,1,46,23,1,0.727547
782,20,0,0,1,1,46,23,1,0.727574
782,20,0,0,1,1,46,23,2,0.727687
781,20,0,0,1,1,46,23,2,0.727957
782,20,0,0,1,1,46,23,2,0.728067
782,20,0,0,1,1,47,23,2,0.728446
782,20,0,0,1,1,46,23,2,0.728532
781,21,0,0,1,1,46,23,1,0.72856
780,22,0,0,1,1,46,23,0,0.728837
781,22,0,0,1,1,46,23,0,0.729432
782,22,0,0,1,1,46,23,0,0.73027
783,22,0,0,1,1,46,23,0,0.73061
784,22,0,0,1,1,46,23,0,0.730825
784,22,0,0,1,1,47,23,0,0.730867
785,22,0,0,1,1,47,23,0,0.73096
785,22,0,0,1,1,46,23,0,0.731103
786,22,0,0,1,1,46,23,0,0.731106
787,22,0,0,1,1,46,23,0,0.731441
786,22,0,0,1,1,46,23,0,0.732004
786,22,0,0,1,1,45,23,0,0.732184
786,22,0,0,1,1,46,23,0,0.73223
787,22,0,0,1,1,46,23,0,0.732237
786,22,0,0,1,1,46,23,0,0.732238
787,22,0,0,1,1,46,23,0,0.732946
786,22,0,0,1,1,46,23,0,0.733136
786,22,0,0,1,1,46,23,1,0.733215
785,23,0,0,1,1,46,23,0,0.733261
786,23,0,0,1,1,46,23,0,0.7336
787,23,0,0,1,1,46,23,0,0.733731
788,23,0,0,1,1,46,23,0,0.733851
788,23,0,0,1,1,47,23,0,0.734363
787,23,0,0,1,1,47,23,0,0.734602
788,23,0,0,1,1,47,23,0,0.734694
788,23,0,0,1,1,48,23,0,0.734834
789,23,0,0,1,1,48,23,0,0.734861
790,23,0,0,1,1,48,23,0,0.734967
791,23,0,0,1,1,48,23,0,0.735039
790,23,0,0,1,1,48,23,0,0.735131
791,23,0,0,1,1,48,23,0,0.735314
791,23,0,0,1,1,47,23,0,0.735392
790,23,0,0,1,1,47,23,0,0.735499
791,23,0,0,1,1,47,23,0,0.735577
790,23,0,0,1,1,47,23,0,0.73559
791,23,0,0,1,1,47,23,0,0.735607
790,23,0,0,1,1,47,23,0,0.735712
789,23,0,0,1,1,47,23,0,0.735999
790,23,0,0,1,1,47,23,0,0.736758
790,23,0,0,1,1,46,23,0,0.736791
789,23,0,0,1,1,46,23,0,0.737353
790,23,0,0,1,1,46,23,0,0.737389
790,23,0,0,1,1,45,23,0,0.737431
789,23,0,0,1,1,45,23,0,0.737492
790,23,1,0,0,1,45,23,0,0.73791
789,23,1,0,0,1,45,23,0,0.738025
789,23,1,0,0,1,45,24,0,0.73829
788,23,1,0,0,1,45,24,0,0.738771
789,23,1,0,0,1,45,24,0,0.738801
788,23,1,0,0,1,45,24,0,0.739168
787,23,1,0,0,1,45,24,0,0.739482
786,23,1,0,0,1,45,24,0,0.739651
786,23,1,0,0,1,44,24,0,0.739698
787,23,1,0,0,1,44,24,0,0.739922
786,23,0,0,1,1,44,24,0,0.739935
787,23,0,0,1,1,44,24,0,0.739997
788,23,0,0,1,1,44,24,0,0.740076
789,23,0,0,1,1,44,24,0,0.740136
790,23,0,0,1,1,44,24,0,0.740264
790,23,0,0,1,1,45,24,0,0.74071
791,23,0,0,1,1,45,24,0,0.740781
791,23,0,0,1,1,44,24,0,0.740844
792,23,0,0,1,1,44,24,0,0.74089
792,23,0,0,1,1,43,24,0,0.741094
793,23,0,0,1,1,43,24,0,0.7413
794,23,0,0,1,1,43,24,0,0.741435
793,23,0,0,1,1,43,24,0,0.74147
793,23,0,0,1,1,44,24,0,0.741841
793,23,0,0,1,1,43,24,0,0.742228
794,23,0,0,1,1,43,24,0,0.742543
795,23,0,0,1,1,43,24,0,0.742734
796,23,0,0,1,1,43,24,0,0.742829
796,23,0,0,1,1,42,24,0,0.742839
797,23,0,0,1,1,42,24,0,0.742941
796,23,0,0,1,1,42,24,0,0.743096
796,23,0,0,1,1,43,24,0,0.743326
797,23,0,0,1,1,43,24,0,0.743343
796,23,0,0,1,1,43,24,0,0.743639
796,23,0,0,1,1,42,24,0,0.743835
796,23,0,0,1,1,41,24,0,0.744078
796,23,0,0,1,1,42,24,0,0.744225
797,23,0,0,1,1,42,24,0,0.744543
798,23,0,1,1,0,42,24,0,0.745011
799,23,0,1,1,0,42,24,0,0.745294
798,23,0,0,1,1,42,24,0,0.745376
799,23,0,1,1,0,42,24,0,0.74559
800,23,0,1,1,0,42,24,0,0.746355
801,23,0,1,1,0,42,24,0,0.746407
800,23,0,1,1,0,42,24,0,0.746476
799,23,0,0,1,1,42,24,0,0.746487
800,23,0,0,1,1,42,24,0,0.746522
801,23,0,0,1,1,42,24,0,0.746585
802,23,0,0,1,1,42,24,0,0.746646
801,23,0,0,1,1,42,24,0,0.747401
802,23,1,0,0,1,42,24,0,0.747439
803,23,1,0,0,1,42,24,0,0.747609
802,23,1,0,0,1,42,24,0,0.748608
801,23,0,0,1,1,42,24,0,0.748918
801,23,0,0,1,1,41,24,0,0.749314
802,23,0,0,1,1,41,24,0,0.749498
803,23,0,0,1,1,41,24,0,0.749686
802,23,0,0,1,1,41,24,0,0.749748
802,23,0,0,1,1,42,24,0,0.750573
803,23,0,0,1,1,42,24,0,0.751064
804,23,0,0,1,1,42,24,0,0.751127
804,23,0,0,1,1,42,24,1,0.751128
805,23,0,0,1,1,42,24,1,0.751208
804,24,0,0,1,1,42,24,0,0.751489
803,24,0,0,1,1,42,24,0,0.752225
804,24,0,0,1,1,42,24,0,0.752421
804,24,0,0,1,1,41,24,0,0.752462
803,24,0,0,1,1,41,24,0,0.752602
802,24,0,0,1,1,41,24,0,0.752681
803,24,0,0,1,1,41,24,0,0.752723
804,24,0,0,1,1,41,24,0,0.752792
803,24,0,0,1,1,41,24,0,0.753083
804,24,0,0,1,1,41,24,0,0.753222
805,24,0,0,1,1,41,24,0,0.753292
806,24,0,0,1,1,41,24,0,0.753317
805,24,0,0,1,1,41,24,0,0.753379
806,24,0,0,1,1,41,24,0,0.753732
807,24,0,0,1,1,41,24,0,0.754417
806,24,0,0,1,1,41,24,0,0.754651
805,24,0,0,1,1,41,24,0,0.754718
805,24,0,0,1,1,42,24,0,0.755084
805,24,0,0,1,1,42,24,1,0.755094
806,24,0,0,1,1,42,24,1,0.755232
805,24,0,0,1,1,42,24,1,0.7554
804,25,0,0,1,1,42,24,0,0.755402
803,25,0,0,1,1,42,24,0,0.755706
802,25,0,0,1,1,42,24,0,0.755939
801,25,0,0,1,1,42,24,0,0.756088
802,25,0,0,1,1,42,24,0,0.756354
802,25,0,0,1,1,43,24,0,0.756658
802,25,0,0,1,1,42,24,0,0.75692
802,25,0,0,1,1,42,24,1,0.756971
802,25,0,0,1,1,41,24,1,0.756985
802,25,0,0,1,1,40,24,1,0.757231
803,25,0,0,1,1,40,24,1,0.757428
802,26,0,0,1,1,40,24,0,0.757507
802,26,0,0,1,1,41,24,0,0.757581
803,26,0,0,1,1,41,24,0,0.757653
804,26,0,0,1,1,41,24,0,0.757851
804,25,0,0,1,1,41,24,1,0.757867
805,25,0,0,1,1,41,24,1,0.758142
804,25,0,0,1,1,41,24,1,0.758307
805,25,0,0,1,1,41,24,1,0.758474
806,25,0,0,1,1,41,24,1,0.758539
806,25,0,0,1,1,41,23,1,0.758574
806,25,0,0,1,1,42,23,1,0.758626
807,25,0,0,1,1,42,23,1,0.758796
808,25,1,0,0,1,42,23,1,0.75889
807,26,1,0,0,1,42,23,0,0.759249
808,26,1,0,0,1,42,23,0,0.759679
808,26,1,0,0,1,41,23,0,0.760015
808,26,1,0,0,1,41,24,0,0.760186
807,26,0,0,1,1,41,24,0,0.760271
808,26,0,0,1,1,41,24,0,0.760306
808,26,0,0,1,1,42,24,0,0.760459
809,26,0,0,1,1,42,24,0,0.760553
809,26,0,0,1,1,41,24,0,0.760601
810,26,0,0,1,1,41,24,0,0.760661
811,26,0,0,1,1,41,24,0,0.760765
810,26,0,0,1,1,41,24,0,0.760817
809,26,0,0,1,1,41,24,0,0.760914
810,26,0,0,1,1,41,24,0,0.761069
810,26,0,0,1,1,42,24,0,0.761244
811,26,0,0,1,1,42,24,0,0.761421
811,26,0,0,1,1,43,24,0,0.761627
812,26,0,0,1,1,43,24,0,0.761865
813,26,0,0,1,1,43,24,0,0.762167
812,26,0,0,1,1,43,24,0,0.762355
813,26,0,0,1,1,43,24,0,0.762439
814,26,0,0,1,1,43,24,0,0.762586
815,26,0,0,1,1,43,24,0,0.762901
816,26,0,0,1,1,43,24,0,0.762944
817,26,0,0,1,1,43,24,0,0.763274
817,26,0,0,1,1,44,24,0,0.763281
818,26,0,1,1,0,44,24,0,0.763334
819,26,0,1,1,0,44,24,0,0.763366
819,26,0,1,1,0,45,24,0,0.763416
818,26,0,1,1,0,45,24,0,0.76345
818,26,0,1,1,0,46,24,0,0.763603
817,26,0,1,1,0,46,24,0,0.763711
818,26,0,1,1,0,46,24,0,0.763775
818,26,0,1,1,0,47,24,0,0.764432
819,26,0,1,1,0,47,24,0,0.764745
818,26,0,1,1,0,47,24,0,0.764785
817,26,0,0,1,1,47,24,0,0.765013
817,26,0,0,1,1,48,24,0,0.765133
818,26,0,0,1,1,48,24,0,0.765151
819,26,0,0,1,1,48,24,0,0.765245
820,26,0,0,1,1,48,24,0,0.765319
819,26,0,0,1,1,48,24,0,0.765652
820,26,0,0,1,1,48,24,0,0.765877
821,26,0,0,1,1,48,24,0,0.765882
822,26,0,0,1,1,48,24,0,0.765917
823,26,0,0,1,1,48,24,0,0.766184
824,26,0,0,1,1,48,24,0,0.766252
824,26,0,0,1,1,48,25,0,0.766295
825,26,0,0,1,1,48,25,0,0.766303
825,26,0,0,1,1,49,25,0,0.766426
825,26,0,0,1,1,50,25,0,0.766499
825,26,0,0,1,1,49,25,0,0.766617
826,26,0,0,1,1,49,25,0,0.76664
825,26,0,0,1,1,49,25,0,0.766831
826,26,0,0,1,1,49,25,0,0.766915
826,26,0,0,1,1,48,25,0,0.766951
827,26,0,0,1,1,48,25,0,0.767083
826,26,0,0,1,1,48,25,0,0.767217
827,26,0,0,1,1,48,25,0,0.767309
828,26,0,0,1,1,48,25,0,0.767514
829,26,0,0,1,1,48,25,0,0.767627
829,26,0,0,1,1,48,26,0,0.767904
830,26,0,0,1,1,48,26,0,0.767907
829,26,0,0,1,1,48,26,0,0.768341
830,26,0,0,1,1,48,26,0,0.768473
830,26,0,0,1,1,49,26,0,0.768518
831,26,0,0,1,1,49,26,0,0.768838
830,26,0,0,1,1,49,26,0,0.768995
831,26,0,0,1,1,49,26,0,0.769008
831,26,0,0,1,1,49,26,1,0.769151
832,26,0,0,1,1,49,26,1,0.769332
831,27,0,0,1,1,49,26,0,0.769348
832,27,0,0,1,1,49,26,0,0.769695
833,27,0,0,1,1,49,26,0,0.769831
833,27,0,0,1,1,48,26,0,0.769841
834,27,0,0,1,1,48,26,0,0.770112
835,27,0,0,1,1,48,26,0,0.770358
836,27,0,0,1,1,48,26,0,0.770409
835,27,0,0,1,1,48,26,0,0.770468
836,27,0,0,1,1,48,26,0,0.771106
836,27,0,0,1,1,47,26,0,0.771349
837,27,0,1,1,0,47,26,0,0.771386
837,27,0,1,1,0,46,26,0,0.771504
838,27,0,1,1,0,46,26,0,0.771579
839,27,0,1,1,0,46,26,0,0.772138
840,27,0,1,1,0,46,26,0,0.77216
841,27,0,1,1,0,46,26,0,0.772541
842,27,0,1,1,0,46,26,0,0.772589
841,27,0,1,1,0,46,26,0,0.772839
842,27,0,1,1,0,46,26,0,0.772881
842,27,0,1,1,0,46,26,1,0.773153
841,27,0,1,1,0,46,26,1,0.77342
840,27,0,0,1,1,46,26,1,0.77383
841,27,0,0,1,1,46,26,1,0.774032
840,28,0,0,1,1,46,26,0,0.774128
840,28,0,0,1,1,47,26,0,0.774168
839,28,0,0,1,1,47,26,0,0.774186
838,28,0,0,1,1,47,26,0,0.774231
837,28,0,0,1,1,47,26,0,0.774322
836,28,0,0,1,1,47,26,0,0.774449
836,28,0,0,1,1,47,27,0,0.774451
837,28,0,0,1,1,47,27,0,0.775277
838,28,0,0,1,1,47,27,0,0.775478
839,28,0,0,1,1,47,27,0,0.775505
838,28,0,0,1,1,47,27,0,0.775805
838,28,0,0,1,1,48,27,0,0.776094
839,28,0,0,1,1,48,27,0,0.776169
840,28,0,1,1,0,48,27,0,0.776252
839,28,0,1,1,0,48,27,0,0.776449
840,28,0,1,1,0,48,27,0,0.776495
841,28,0,1,1,0,48,27,0,0.776819
840,28,0,0,1,1,48,27,0,0.776827
841,28,1,0,0,1,48,27,0,0.776886
841,28,1,0,0,1,47,27,0,0.777026
840,28,0,0,1,1,47,27,0,0.777034
840,28,0,0,1,1,47,27,1,0.777729
839,29,0,0,1,1,47,27,0,0.777813
840,29,0,0,1,1,47,27,0,0.778197
839,29,0,0,1,1,47,27,0,0.778369
839,29,0,0,1,1,48,27,0,0.778565
839,29,0,0,1,1,49,27,0,0.778855
839,29,0,0,1,1,50,27,0,0.779205
840,29,0,0,1,1,50,27,0,0.779297
841,29,0,0,1,1,50,27,0,0.779612
842,29,0,0,1,1,50,27,0,0.780045
842,29,0,0,1,1,51,27,0,0.780142
843,29,0,0,1,1,51,27,0,0.780396
842,29,0,0,1,1,51,27,0,0.780413
842,29,0,0,1,1,52,27,0,0.780972
841,29,0,0,1,1,52,27,0,0.781818
840,29,0,0,1,1,52,27,0,0.78183
841,29,0,0,1,1,52,27,0,0.781896
842,29,0,0,1,1,52,27,0,0.782069
843,29,0,0,1,1,52,27,0,0.7823
844,29,0,0,1,1,52,27,0,0.782452
844,29,0,0,1,1,53,27,0,0.782464
845,29,0,0,1,1,53,27,0,0.782487
846,29,0,1,1,0,53,27,0,0.782673
845,29,0,1,1,0,53,27,0,0.782687
844,29,0,0,1,1,53,27,0,0.782839
845,29,0,0,1,1,53,27,0,0.783093
844,29,0,0,1,1,53,27,0,0.783261
843,29,0,0,1,1,53,27,0,0.783359
843,29,0,0,1,1,52,27,0,0.783786
842,29,0,0,1,1,52,27,0,0.783976
843,29,0,0,1,1,52,27,0,0.784492
844,29,0,1,1,0,52,27,0,0.784639
844,29,0,1,1,0,51,27,0,0.784658
844,29,0,1,1,0,52,27,0,0.78469
845,29,0,1,1,0,52,27,0,0.784693
844,29,0,1,1,0,52,27,0,0.784937
845,29,0,1,1,0,52,27,0,0.785202
844,29,0,1,1,0,52,27,0,0.785231
845,29,0,1,1,0,52,27,0,0.785361
846,29,0,1,1,0,52,27,0,0.785839
847,29,0,1,1,0,52,27,0,0.785901
848,29,0,1,1,0,52,27,0,0.785907
849,29,0,1,1,0,52,27,0,0.786083
850,29,0,1,1,0,52,27,0,0.786529
849,29,0,0,1,1,52,27,0,0.786623
850,29,0,0,1,1,52,27,0,0.786921
849,29,0,0,1,1,52,27,0,0.786932
850,29,0,0,1,1,52,27,0,0.787153
850,29,0,0,1,1,53,27,0,0.787595
850,29,0,0,1,1,54,27,0,0.787779
850,29,0,0,1,1,55,27,0,0.788192
850,29,0,0,1,1,54,27,0,0.788582
851,29,0,0,1,1,54,27,0,0.788619
852,29,0,0,1,1,54,27,0,0.788745
851,29,0,0,1,1,54,27,0,0.788927
850,29,0,0,1,1,54,27,0,0.788952
851,29,0,0,1,1,54,27,0,0.789098
851,29,0,0,1,1,53,27,0,0.789774
850,29,0,0,1,1,53,27,0,0.789835
849,29,0,0,1,1,53,27,0,0.78984
850,29,0,0,1,1,53,27,0,0.790108
851,29,0,0,1,1,53,27,0,0.790297
852,29,0,0,1,1,53,27,0,0.790375
853,29,0,0,1,1,53,27,0,0.790637
852,29,0,0,1,1,53,27,0,0.791016
853,29,0,0,1,1,53,27,0,0.791151
853,29,0,0,1,1,52,27,0,0.791277
854,29,0,0,1,1,52,27,0,0.791502
855,29,0,0,1,1,52,27,0,0.79171
854,29,0,0,1,1,52,27,0,0.791731
855,29,0,0,1,1,52,27,0,0.791741
854,29,0,0,1,1,52,27,0,0.791849
855,29,0,0,1,1,52,27,0,0.792067
856,29,0,0,1,1,52,27,0,0.792458
857,29,0,0,1,1,52,27,0,0.792507
858,29,0,0,1,1,52,27,0,0.793593
859,29,0,0,1,1,52,27,0,0.793875
858,29,0,0,1,1,52,27,0,0.794233
857,29,0,0,1,1,52,27,0,0.794315
856,29,0,0,1,1,52,27,0,0.794333
855,29,0,0,1,1,52,27,0,0.79449
856,29,0,0,1,1,52,27,0,0.794533
857,29,0,0,1,1,52,27,0,0.794585
858,29,0,0,1,1,52,27,0,0.794692
859,29,0,0,1,1,52,27,0,0.794732
860,29,0,0,1,1,52,27,0,0.795351
859,29,0,0,1,1,52,27,0,0.795543
860,29,0,0,1,1,52,27,0,0.795552
860,29,0,0,1,1,51,27,0,0.795578
861,29,0,0,1,1,51,27,0,0.795825
862,29,0,0,1,1,51,27,0,0.796023
862,29,0,0,1,1,50,27,0,0.796148
863,29,0,0,1,1,50,27,0,0.796371
864,29,0,0,1,1,50,27,0,0.79662
863,29,0,0,1,1,50,27,0,0.79674
864,29,0,0,1,1,50,27,0,0.796853
865,29,0,0,1,1,50,27,0,0.796911
866,29,0,0,1,1,50,27,0,0.797014
866,29,0,0,1,1,51,27,0,0.797124
867,29,0,0,1,1,51,27,0,0.797851
868,29,0,0,1,1,51,27,0,0.798006
869,29,0,0,1,1,51,27,0,0.798055
870,29,0,0,1,1,51,27,0,0.798121
870,29,0,0,1,1,52,27,0,0.798445
870,29,0,0,1,1,51,27,0,0.799135
871,29,0,0,1,1,51,27,0,0.799822
871,29,0,0,1,1,50,27,0,0.800188
871,29,0,0,1,1,51,27,0,0.800585
872,29,0,1,1,0,51,27,0,0.80065
873,29,0,1,1,0,51,27,0,0.800728
873,29,0,1,1,0,50,27,0,0.800845
874,29,0,1,1,0,50,27,0,0.801123
873,29,0,1,1,0,50,27,0,0.801147
874,29,0,1,1,0,50,27,0,0.801338
874,29,0,1,1,0,50,27,1,0.801349
873,30,0,1,1,0,50,27,0,0.801412
872,30,0,1,1,0,50,27,0,0.8015
873,30,0,1,1,0,50,27,0,0.801683
872,30,0,1,1,0,50,27,0,0.80177
871,30,0,0,1,1,50,27,0,0.801897
871,30,0,0,1,1,50,28,0,0.802224
870,30,0,0,1,1,50,28,0,0.802801
871,30,0,0,1,1,50,28,0,0.803229
872,30,0,1,1,0,50,28,0,0.803313
871,30,0,1,1,0,50,28,0,0.803344
871,30,0,1,1,0,51,28,0,0.803345
871,30,0,1,1,0,52,28,0,0.803354
871,30,0,1,1,0,51,28,0,0.803551
871,30,0,1,1,0,50,28,0,0.80382
872,30,1,1,0,0,50,28,0,0.803884
871,30,1,0,0,1,50,28,0,0.804257
870,30,1,0,0,1,50,28,0,0.804394
871,30,1,0,0,1,50,28,0,0.804479
872,30,1,0,0,1,50,28,0,0.804647
873,30,1,0,0,1,50,28,0,0.804848
874,30,1,0,0,1,50,28,0,0.804873
873,30,0,0,1,1,50,28,0,0.805117
873,30,0,0,1,1,49,28,0,0.805191
872,30,0,0,1,1,49,28,0,0.805786
873,30,0,0,1,1,49,28,0,0.805991
874,30,0,0,1,1,49,28,0,0.806004
875,30,0,0,1,1,49,28,0,0.806251
875,30,0,0,1,1,50,28,0,0.806283
876,30,0,1,1,0,50,28,0,0.806413
877,30,0,1,1,0,50,28,0,0.806448
877,30,0,1,1,0,49,28,0,0.806657
877,30,0,1,1,0,50,28,0,0.806811
878,30,0,1,1,0,50,28,0,0.807071
878,30,0,1,1,0,49,28,0,0.807216
879,30,0,1,1,0,49,28,0,0.807356
879,30,0,1,1,0,48,28,0,0.807567
878,30,0,0,1,1,48,28,0,0.807628
879,30,0,0,1,1,48,28,0,0.807947
880,30,0,0,1,1,48,28,0,0.808293
881,30,0,0,1,1,48,28,0,0.808528
880,30,0,0,1,1,48,28,0,0.808718
880,30,0,0,1,1,49,28,0,0.809247
881,30,0,0,1,1,49,28,0,0.809441
880,30,0,0,1,1,49,28,0,0.809571
881,30,0,0,1,1,49,28,0,0.809878
882,30,0,0,1,1,49,28,0,0.809938
881,30,0,0,1,1,49,28,0,0.809949
881,30,0,0,1,1,48,28,0,0.810028
881,30,0,0,1,1,47,28,0,0.810244
882,30,0,0,1,1,47,28,0,0.810264
883,30,0,0,1,1,47,28,0,0.810874
884,30,0,0,1,1,47,28,0,0.811115
883,30,0,0,1,1,47,28,0,0.811617
884,30,0,0,1,1,47,28,0,0.812078
884,30,0,0,1,1,46,28,0,0.812161
885,30,0,0,1,1,46,28,0,0.812244
885,30,0,0,1,1,45,28,0,0.812425
885,30,0,0,1,1,46,28,0,0.812546
885,30,0,0,1,1,47,28,0,0.812729
886,30,0,0,1,1,47,28,0,0.813522
886,30,0,0,1,1,48,28,0,0.813595
887,30,0,0,1,1,48,28,0,0.813746
886,30,0,0,1,1,48,28,0,0.814094
885,30,0,0,1,1,48,28,0,0.814786
884,30,0,0,1,1,48,28,0,0.815223
884,30,0,0,1,1,49,28,0,0.815396
884,30,0,0,1,1,50,28,0,0.81583
885,30,0,1,1,0,50,28,0,0.81604
884,30,0,1,1,0,50,28,0,0.816057
883,30,0,0,1,1,50,28,0,0.816115
882,30,0,0,1,1,50,28,0,0.816328
883,30,0,0,1,1,50,28,0,0.816353
884,30,0,0,1,1,50,28,0,0.816711
885,30,0,0,1,1,50,28,0,0.816717
884,30,0,0,1,1,50,28,0,0.816939
884,30,0,0,1,1,49,28,0,0.816979
883,30,0,0,1,1,49,28,0,0.817395
884,30,1,0,0,1,49,28,0,0.817422
885,30,1,0,0,1,49,28,0,0.817544
884,30,1,0,0,1,49,28,0,0.818322
883,30,0,0,1,1,49,28,0,0.818546
883,30,0,0,1,1,48,28,0,0.81867
883,30,0,0,1,1,48,28,1,0.818793
883,30,0,0,1,1,48,28,2,0.818883
884,30,0,0,1,1,48,28,2,0.81895
884,30,0,0,1,1,49,28,2,0.818956
885,30,0,1,1,0,49,28,2,0.819229
884,31,0,1,1,0,49,28,1,0.819247
883,31,0,0,1,1,49,28,1,0.819278
882,32,0,0,1,1,49,28,0,0.819472
883,32,0,0,1,1,49,28,0,0.819574
884,32,0,0,1,1,49,28,0,0.819694
884,32,0,0,1,1,48,28,0,0.81978
885,32,0,0,1,1,48,28,0,0.820365
886,32,1,0,0,1,48,28,0,0.820521
887,32,1,0,0,1,48,28,0,0.820551
888,32,1,0,0,1,48,28,0,0.820603
887,32,1,0,0,1,48,28,0,0.820804
886,32,0,0,1,1,48,28,0,0.821379
885,32,0,0,1,1,48,28,0,0.821646
886,32,0,0,1,1,48,28,0,0.821667
886,32,0,0,1,1,47,28,0,0.822159
887,32,0,0,1,1,47,28,0,0.82225
887,32,0,0,1,1,47,29,0,0.822354
887,32,0,0,1,1,47,30,0,0.822404
887,32,0,0,1,1,48,30,0,0.82244
888,32,0,0,1,1,48,30,0,0.822597
889,32,0,0,1,1,48,30,0,0.822625
890,32,0,0,1,1,48,30,0,0.822661
889,32,0,0,1,1,48,30,0,0.823021
890,32,0,0,1,1,48,30,0,0.823396
890,32,0,0,1,1,49,30,0,0.823983
890,32,0,0,1,1,50,30,0,0.824415
890,32,0,0,1,1,51,30,0,0.824482
890,32,0,0,1,1,51,30,1,0.824583
889,32,0,0,1,1,51,30,1,0.824685
888,33,0,0,1,1,51,30,0,0.82492
889,33,0,0,1,1,51,30,0,0.825187
890,33,1,0,0,1,51,30,0,0.825248
889,33,0,0,1,1,51,30,0,0.825672
890,33,0,1,1,0,51,30,0,0.825799
891,33,0,1,1,0,51,30,0,0.825861
891,32,0,1,1,0,51,30,1,0.825885
892,32,0,1,1,0,51,30,1,0.825931
891,33,0,1,1,0,51,30,0,0.826229
890,33,0,0,1,1,51,30,0,0.826326
891,33,0,0,1,1,51,30,0,0.826332
892,33,0,0,1,1,51,30,0,0.826471
893,33,0,0,1,1,51,30,0,0.82651
892,33,0,0,1,1,51,30,0,0.826834
893,33,0,0,1,1,51,30,0,0.826997
894,33,0,1,1,0,51,30,0,0.827199
895,33,0,1,1,0,51,30,0,0.827546
895,33,0,1,1,0,50,30,0,0.827589
894,33,0,0,1,1,50,30,0,0.827843
895,33,0,0,1,1,50,30,0,0.828343
896,33,0,0,1,1,50,30,0,0.82847
897,33,0,1,1,0,50,30,0,0.828939
898,33,0,1,1,0,50,30,0,0.829053
897,33,0,1,1,0,50,30,0,0.830065
896,33,0,0,1,1,50,30,0,0.830456
897,33,0,0,1,1,50,30,0,0.830465
898,33,0,0,1,1,50,30,0,0.83071
899,33,0,0,1,1,50,30,0,0.830789
900,33,0,0,1,1,50,30,0,0.830821
901,33,0,0,1,1,50,30,0,0.83125
902,33,0,0,1,1,50,30,0,0.831573
902,33,0,0,1,1,50,30,1,0.831924
901,33,0,0,1,1,50,30,1,0.831988
902,33,0,0,1,1,50,30,1,0.832278
901,34,0,0,1,1,50,30,0,0.832387
900,34,0,0,1,1,50,30,0,0.832665
901,34,0,0,1,1,50,30,0,0.832793
902,34,0,0,1,1,50,30,0,0.83303
902,34,0,0,1,1,51,30,0,0.833269
903,34,0,0,1,1,51,30,0,0.833375
904,34,0,0,1,1,51,30,0,0.83406
903,34,0,0,1,1,51,30,0,0.834103
904,34,0,0,1,1,51,30,0,0.83442
905,34,0,0,1,1,51,30,0,0.834463
905,34,0,0,1,1,52,30,0,0.834509
906,34,0,0,1,1,52,30,0,0.834573
906,34,0,0,1,1,53,30,0,0.834672
907,34,0,0,1,1,53,30,0,0.834712
907,34,0,0,1,1,53,30,1,0.835025
906,35,0,0,1,1,53,30,0,0.83509
907,35,0,0,1,1,53,30,0,0.835266
908,35,0,1,1,0,53,30,0,0.835419
909,35,0,1,1,0,53,30,0,0.835432
910,35,0,1,1,0,53,30,0,0.835473
909,35,0,0,1,1,53,30,0,0.835476
910,35,0,0,1,1,53,30,0,0.835704
911,35,0,0,1,1,53,30,0,0.835751
912,35,0,0,1,1,53,30,0,0.83578
913,35,0,0,1,1,53,30,0,0.836044
913,35,0,0,1,1,52,30,0,0.836091
914,35,0,0,1,1,52,30,0,0.836859
914,35,0,0,1,1,51,30,0,0.836985
915,35,0,0,1,1,51,30,0,0.837127
916,35,0,0,1,1,51,30,0,0.837212
915,35,0,0,1,1,51,30,0,0.837675
916,35,0,0,1,1,51,30,0,0.837955
915,35,0,0,1,1,51,30,0,0.838533
916,35,0,1,1,0,51,30,0,0.839124
917,35,0,1,1,0,51,30,0,0.839276
918,35,0,1,1,0,51,30,0,0.839484
919,35,0,1,1,0,51,30,0,0.839939
920,35,0,1,1,0,51,30,0,0.84039
