A,C,DA,DR,D_A,D_R,MA,MR,R,Time
316,5,1,1,0,0,37,9,0,0.422461
317,5,1,1,0,0,37,9,0,0.422643
316,5,1,1,0,0,37,9,0,0.422727
316,5,1,1,0,0,36,9,0,0.423249
317,5,1,1,0,0,36,9,0,0.423714
318,5,1,1,0,0,36,9,0,0.423813
317,5,0,1,1,0,36,9,0,0.424063
317,5,0,1,1,0,37,9,0,0.424352
317,5,0,1,1,0,36,9,0,0.424467
318,5,0,1,1,0,36,9,0,0.424509
319,5,1,1,0,0,36,9,0,0.424707
320,5,1,1,0,0,36,9,0,0.42476
321,5,1,1,0,0,36,9,0,0.424775
320,5,1,0,0,1,36,9,0,0.425339
321,5,1,0,0,1,36,9,0,0.425458
322,5,1,0,0,1,36,9,0,0.425464
323,5,1,0,0,1,36,9,0,0.425635
324,5,1,0,0,1,36,9,0,0.425942
325,5,1,0,0,1,36,9,0,0.426149
325,5,1,0,0,1,35,9,0,0.426446
326,5,1,0,0,1,35,9,0,0.426813
327,5,1,0,0,1,35,9,0,0.427197
328,5,1,0,0,1,35,9,0,0.427286
329,5,1,0,0,1,35,9,0,0.427726
330,5,1,0,0,1,35,9,0,0.427867
330,5,1,0,0,1,34,9,0,0.427889
331,5,1,0,0,1,34,9,0,0.42795
330,5,0,0,1,1,34,9,0,0.428429
330,5,0,0,1,1,35,9,0,0.428461
331,5,0,0,1,1,35,9,0,0.428593
332,5,0,0,1,1,35,9,0,0.428899
331,5,0,0,1,1,35,9,0,0.428946
332,5,0,0,1,1,35,9,0,0.429815
333,5,0,0,1,1,35,9,0,0.430095
332,5,0,0,1,1,35,9,0,0.430283
332,5,0,0,1,1,36,9,0,0.430352
332,5,0,0,1,1,37,9,0,0.431695
333,5,0,0,1,1,37,9,0,0.43236
334,5,0,0,1,1,37,9,0,0.432637
334,5,0,0,1,1,36,9,0,0.432913
335,5,0,0,1,1,36,9,0,0.433166
336,5,0,0,1,1,36,9,0,0.433237
336,5,0,0,1,1,37,9,0,0.43327
337,5,0,0,1,1,37,9,0,0.433415
338,5,0,0,1,1,37,9,0,0.433615
339,5,0,0,1,1,37,9,0,0.43402
340,5,0,0,1,1,37,9,0,0.434488
341,5,0,0,1,1,37,9,0,0.434661
342,5,0,0,1,1,37,9,0,0.434896
343,5,0,0,1,1,37,9,0,0.434976
343,5,0,0,1,1,36,9,0,0.435072
344,5,0,0,1,1,36,9,0,0.436052
344,5,0,0,1,1,35,9,0,0.436334
344,5,0,0,1,1,36,9,0,0.436574
345,5,0,0,1,1,36,9,0,0.436736
346,5,1,0,0,1,36,9,0,0.436935
347,5,1,0,0,1,36,9,0,0.437303
347,5,1,0,0,1,35,9,0,0.437555
348,5,1,0,0,1,35,9,0,0.437735
349,5,1,1,0,0,35,9,0,0.438383
348,5,1,1,0,0,35,9,0,0.438458
347,5,0,1,1,0,35,9,0,0.438793
346,5,0,1,1,0,35,9,0,0.439111
347,5,0,1,1,0,35,9,0,0.439302
346,5,0,1,1,0,35,9,0,0.439445
347,5,0,1,1,0,35,9,0,0.439869
348,5,0,1,1,0,35,9,0,0.439963
349,5,0,1,1,0,35,9,0,0.440729
350,5,0,1,1,0,35,9,0,0.440894
351,5,0,1,1,0,35,9,0,0.44105
352,5,0,1,1,0,35,9,0,0.441558
352,5,0,1,1,0,36,9,0,0.441787
353,5,0,1,1,0,36,9,0,0.441864
353,5,0,1,1,0,37,9,0,0.442061
354,5,1,1,0,0,37,9,0,0.442248
355,5,1,1,0,0,37,9,0,0.44249
356,5,1,1,0,0,37,9,0,0.442585
355,5,1,1,0,0,37,9,0,0.442911
354,5,1,1,0,0,37,9,0,0.443062
355,5,1,1,0,0,37,9,0,0.443208
356,5,1,1,0,0,37,9,0,0.443237
355,5,1,0,0,1,37,9,0,0.44326
356,5,1,0,0,1,37,9,0,0.443332
355,5,0,0,1,1,37,9,0,0.443772
355,5,0,0,1,1,36,9,0,0.443969
354,5,0,0,1,1,36,9,0,0.44399
355,5,0,0,1,1,36,9,0,0.444127
356,5,0,0,1,1,36,9,0,0.444175
357,5,0,0,1,1,36,9,0,0.44425
358,5,0,0,1,1,36,9,0,0.445717
359,5,0,0,1,1,36,9,0,0.445965
359,5,0,0,1,1,37,9,0,0.446064
360,5,0,0,1,1,37,9,0,0.446807
361,5,0,0,1,1,37,9,0,0.447022
361,5,0,0,1,1,38,9,0,0.447061
362,5,0,0,1,1,38,9,0,0.447665
363,5,0,0,1,1,38,9,0,0.447922
363,5,0,0,1,1,39,9,0,0.447998
364,5,0,0,1,1,39,9,0,0.448007
365,5,0,0,1,1,39,9,0,0.448495
365,5,0,0,1,1,38,9,0,0.448813
366,5,0,0,1,1,38,9,0,0.448935
367,5,0,1,1,0,38,9,0,0.449392
366,5,0,1,1,0,38,9,0,0.449449
366,5,0,1,1,0,37,9,0,0.449488
366,5,0,1,1,0,36,9,0,0.450584
366,5,0,1,1,0,37,9,0,0.451102
365,5,0,0,1,1,37,9,0,0.451104
366,5,0,1,1,0,37,9,0,0.451172
365,5,0,0,1,1,37,9,0,0.451196
366,5,0,0,1,1,37,9,0,0.451799
367,5,0,0,1,1,37,9,0,0.451849
368,5,0,0,1,1,37,9,0,0.451918
369,5,0,0,1,1,37,9,0,0.452143
370,5,0,0,1,1,37,9,0,0.452204
369,5,0,0,1,1,37,9,0,0.452304
369,5,0,0,1,1,36,9,0,0.452546
370,5,0,0,1,1,36,9,0,0.452809
371,5,0,0,1,1,36,9,0,0.452822
370,5,0,0,1,1,36,9,0,0.452877
371,5,0,0,1,1,36,9,0,0.45293
372,5,0,0,1,1,36,9,0,0.453179
373,5,0,0,1,1,36,9,0,0.453454
374,5,0,0,1,1,36,9,0,0.454057
375,5,0,0,1,1,36,9,0,0.454625
376,5,0,0,1,1,36,9,0,0.454633
375,5,0,0,1,1,36,9,0,0.455061
374,5,0,0,1,1,36,9,0,0.455437
375,5,0,0,1,1,36,9,0,0.455633
376,5,0,0,1,1,36,9,0,0.456075
377,5,0,0,1,1,36,9,0,0.456934
378,5,0,0,1,1,36,9,0,0.456984
378,5,0,0,1,1,37,9,0,0.457805
377,5,0,0,1,1,37,9,0,0.457855
378,5,0,0,1,1,37,9,0,0.457879
379,5,0,0,1,1,37,9,0,0.458206
380,5,0,0,1,1,37,9,0,0.458556
381,5,0,0,1,1,37,9,0,0.458841
380,5,0,0,1,1,37,9,0,0.459002
381,5,0,0,1,1,37,9,0,0.459424
382,5,0,0,1,1,37,9,0,0.45946
383,5,0,0,1,1,37,9,0,0.459705
384,5,0,0,1,1,37,9,0,0.460177
384,5,0,0,1,1,36,9,0,0.460462
383,5,0,0,1,1,36,9,0,0.460569
384,5,0,0,1,1,36,9,0,0.460921
385,5,0,0,1,1,36,9,0,0.461047
386,5,0,0,1,1,36,9,0,0.461417
386,5,0,0,1,1,35,9,0,0.461698
387,5,0,0,1,1,35,9,0,0.461871
386,5,0,0,1,1,35,9,0,0.462502
386,5,0,0,1,1,36,9,0,0.462696
385,5,0,0,1,1,36,9,0,0.463252
385,5,0,0,1,1,37,9,0,0.463818
386,5,0,0,1,1,37,9,0,0.463866
386,5,0,0,1,1,38,9,0,0.463909
387,5,0,0,1,1,38,9,0,0.464217
388,5,0,0,1,1,38,9,0,0.464529
389,5,0,0,1,1,38,9,0,0.464974
390,5,0,0,1,1,38,9,0,0.465437
391,5,0,0,1,1,38,9,0,0.465679
392,5,0,0,1,1,38,9,0,0.465965
392,5,0,0,1,1,39,9,0,0.46646
393,5,0,0,1,1,39,9,0,0.466651
394,5,0,0,1,1,39,9,0,0.466877
395,5,0,0,1,1,39,9,0,0.467007
396,5,0,0,1,1,39,9,0,0.467431
397,5,0,0,1,1,39,9,0,0.468298
398,5,0,0,1,1,39,9,0,0.468548
397,5,0,0,1,1,39,9,0,0.468798
396,5,0,0,1,1,39,9,0,0.46913
397,5,0,0,1,1,39,9,0,0.469174
398,5,0,0,1,1,39,9,0,0.469301
399,5,0,0,1,1,39,9,0,0.469436
400,5,0,0,1,1,39,9,0,0.469506
399,5,0,0,1,1,39,9,0,0.469756
400,5,0,0,1,1,39,9,0,0.470204
401,5,0,0,1,1,39,9,0,0.470215
400,5,0,0,1,1,39,9,0,0.471647
401,5,0,0,1,1,39,9,0,0.471789
400,5,0,0,1,1,39,9,0,0.472663
401,5,0,0,1,1,39,9,0,0.47278
401,5,0,0,1,1,39,10,0,0.473201
401,5,0,0,1,1,38,10,0,0.473299
402,5,0,0,1,1,38,10,0,0.47337
402,5,0,0,1,1,39,10,0,0.473372
403,5,0,0,1,1,39,10,0,0.473445
404,5,0,0,1,1,39,10,0,0.474405
404,5,0,0,1,1,40,10,0,0.474679
404,5,0,0,1,1,41,10,0,0.474843
405,5,0,0,1,1,41,10,0,0.47489
406,5,0,0,1,1,41,10,0,0.474906
407,5,0,0,1,1,41,10,0,0.475249
407,5,0,0,1,1,41,11,0,0.475271
408,5,0,0,1,1,41,11,0,0.475907
409,5,0,0,1,1,41,11,0,0.475925
409,5,0,0,1,1,42,11,0,0.476206
410,5,0,1,1,0,42,11,0,0.476223
410,5,0,1,1,0,41,11,0,0.476239
410,5,0,1,1,0,40,11,0,0.476263
409,5,0,1,1,0,40,11,0,0.476268
410,5,0,1,1,0,40,11,0,0.476448
410,5,0,1,1,0,41,11,0,0.476619
409,5,0,0,1,1,41,11,0,0.476797
410,5,0,0,1,1,41,11,0,0.476868
411,5,0,0,1,1,41,11,0,0.477005
412,5,0,0,1,1,41,11,0,0.478108
412,5,0,0,1,1,41,12,0,0.478227
412,5,0,0,1,1,42,12,0,0.478742
412,5,0,0,1,1,41,12,0,0.479094
412,5,0,0,1,1,40,12,0,0.479766
413,5,0,0,1,1,40,12,0,0.48004
414,5,0,0,1,1,40,12,0,0.480145
415,5,0,0,1,1,40,12,0,0.480683
415,5,0,0,1,1,39,12,0,0.481248
415,5,0,0,1,1,40,12,0,0.481631
415,5,0,0,1,1,39,12,0,0.48288
416,5,0,0,1,1,39,12,0,0.483117
416,5,0,0,1,1,40,12,0,0.48324
417,5,0,0,1,1,40,12,0,0.4834
418,5,0,0,1,1,40,12,0,0.483736
419,5,0,0,1,1,40,12,0,0.483968
419,5,0,0,1,1,41,12,0,0.483977
420,5,0,0,1,1,41,12,0,0.484234
420,5,0,0,1,1,42,12,0,0.484455
421,5,0,0,1,1,42,12,0,0.484573
421,5,0,0,1,1,41,12,0,0.484903
420,5,0,0,1,1,41,12,0,0.485593
421,5,0,0,1,1,41,12,0,0.48591
421,5,0,0,1,1,40,12,0,0.486059
422,5,0,0,1,1,40,12,0,0.486119
423,5,0,0,1,1,40,12,0,0.486201
422,5,0,0,1,1,40,12,0,0.486307
423,5,0,0,1,1,40,12,0,0.486381
424,5,0,0,1,1,40,12,0,0.486952
425,5,0,0,1,1,40,12,0,0.486985
425,5,0,0,1,1,41,12,0,0.487106
426,5,0,0,1,1,41,12,0,0.487303
427,5,0,0,1,1,41,12,0,0.487455
428,5,0,0,1,1,41,12,0,0.48812
428,5,0,0,1,1,42,12,0,0.48822
429,5,0,0,1,1,42,12,0,0.488983
430,5,0,0,1,1,42,12,0,0.489064
431,5,0,0,1,1,42,12,0,0.489723
432,5,0,0,1,1,42,12,0,0.489827
432,5,0,0,1,1,41,12,0,0.489967
433,5,0,0,1,1,41,12,0,0.49001
433,5,0,0,1,1,42,12,0,0.490154
434,5,0,0,1,1,42,12,0,0.490856
435,5,0,1,1,0,42,12,0,0.49112
435,5,0,1,1,0,41,12,0,0.491174
436,5,0,1,1,0,41,12,0,0.491255
435,5,0,1,1,0,41,12,0,0.491309
435,5,0,1,1,0,40,12,0,0.491411
436,5,0,1,1,0,40,12,0,0.492104
435,5,0,1,1,0,40,12,0,0.492331
436,5,0,1,1,0,40,12,0,0.492829
437,5,0,1,1,0,40,12,0,0.492914
436,5,0,1,1,0,40,12,0,0.492929
436,5,0,1,1,0,41,12,0,0.493571
437,5,0,1,1,0,41,12,0,0.493615
437,5,0,1,1,0,40,12,0,0.493648
438,5,0,1,1,0,40,12,0,0.494002
437,5,0,0,1,1,40,12,0,0.494031
436,5,0,0,1,1,40,12,0,0.494118
437,5,0,0,1,1,40,12,0,0.495022
438,5,0,0,1,1,40,12,0,0.495207
438,5,0,0,1,1,39,12,0,0.495223
438,5,0,0,1,1,40,12,0,0.495474
439,5,0,0,1,1,40,12,0,0.495508
440,5,0,0,1,1,40,12,0,0.495912
441,5,0,0,1,1,40,12,0,0.495985
442,5,0,0,1,1,40,12,0,0.496138
443,5,0,0,1,1,40,12,0,0.49656
444,5,0,0,1,1,40,12,0,0.496648
443,5,0,0,1,1,40,12,0,0.49709
444,5,0,0,1,1,40,12,0,0.497474
445,5,0,0,1,1,40,12,0,0.497509
445,5,0,0,1,1,39,12,0,0.498351
445,5,0,0,1,1,38,12,0,0.498527
446,5,0,0,1,1,38,12,0,0.498563
447,5,0,1,1,0,38,12,0,0.498661
447,5,0,1,1,0,38,12,1,0.499219
446,6,0,1,1,0,38,12,0,0.499222
447,6,0,1,1,0,38,12,0,0.4995
446,6,0,0,1,1,38,12,0,0.499535
447,6,0,0,1,1,38,12,0,0.499551
448,6,0,0,1,1,38,12,0,0.499667
449,6,0,1,1,0,38,12,0,0.500365
450,6,0,1,1,0,38,12,0,0.50148
450,6,0,1,1,0,39,12,0,0.501658
451,6,0,1,1,0,39,12,0,0.501895
451,6,0,1,1,0,40,12,0,0.501958
451,6,0,1,1,0,41,12,0,0.501988
452,6,0,1,1,0,41,12,0,0.502366
453,6,0,1,1,0,41,12,0,0.50314
454,6,0,1,1,0,41,12,0,0.50335
454,6,0,1,1,0,40,12,0,0.503506
454,6,0,1,1,0,41,12,0,0.503589
454,6,0,1,1,0,42,12,0,0.503708
455,6,0,1,1,0,42,12,0,0.503923
456,6,0,1,1,0,42,12,0,0.504018
457,6,0,1,1,0,42,12,0,0.504766
456,6,0,0,1,1,42,12,0,0.505314
457,6,0,0,1,1,42,12,0,0.505471
458,6,1,0,0,1,42,12,0,0.506017
458,6,1,0,0,1,42,13,0,0.506304
459,6,1,0,0,1,42,13,0,0.506374
459,6,1,0,0,1,41,13,0,0.506416
460,6,1,0,0,1,41,13,0,0.506774
461,6,1,0,0,1,41,13,0,0.506875
462,6,1,0,0,1,41,13,0,0.507347
463,6,1,0,0,1,41,13,0,0.507865
464,6,1,0,0,1,41,13,0,0.507965
465,6,1,1,0,0,41,13,0,0.508541
464,6,0,1,1,0,41,13,0,0.508633
465,6,0,1,1,0,41,13,0,0.509401
464,6,0,0,1,1,41,13,0,0.509505
465,6,0,0,1,1,41,13,0,0.5097
466,6,0,0,1,1,41,13,0,0.509957
467,6,0,0,1,1,41,13,0,0.510216
468,6,0,0,1,1,41,13,0,0.510277
469,6,0,0,1,1,41,13,0,0.510518
470,6,0,0,1,1,41,13,0,0.511226
471,6,0,1,1,0,41,13,0,0.511868
470,6,0,0,1,1,41,13,0,0.51234
471,6,0,0,1,1,41,13,0,0.512511
472,6,0,0,1,1,41,13,0,0.51254
473,6,0,0,1,1,41,13,0,0.512543
474,6,0,0,1,1,41,13,0,0.512702
475,6,0,0,1,1,41,13,0,0.512825
476,6,0,0,1,1,41,13,0,0.512932
477,6,0,0,1,1,41,13,0,0.512991
477,6,0,0,1,1,40,13,0,0.513498
478,6,0,0,1,1,40,13,0,0.513927
479,6,0,0,1,1,40,13,0,0.514167
479,6,0,0,1,1,41,13,0,0.514175
480,6,0,0,1,1,41,13,0,0.515224
481,6,0,0,1,1,41,13,0,0.515311
482,6,0,0,1,1,41,13,0,0.515517
483,6,0,0,1,1,41,13,0,0.515604
484,6,0,0,1,1,41,13,0,0.515648
485,6,0,0,1,1,41,13,0,0.515781
486,6,0,0,1,1,41,13,0,0.515822
487,6,0,0,1,1,41,13,0,0.516388
486,6,0,0,1,1,41,13,0,0.516644
486,6,0,0,1,1,40,13,0,0.516753
487,6,0,0,1,1,40,13,0,0.516809
487,6,0,0,1,1,41,13,0,0.516987
488,6,0,0,1,1,41,13,0,0.517084
489,6,0,0,1,1,41,13,0,0.517189
490,6,0,0,1,1,41,13,0,0.517191
489,6,0,0,1,1,41,13,0,0.517634
489,6,0,0,1,1,40,13,0,0.517784
489,6,0,0,1,1,39,13,0,0.517871
490,6,0,0,1,1,39,13,0,0.518476
491,6,1,0,0,1,39,13,0,0.518764
490,6,1,0,0,1,39,13,0,0.518965
491,6,1,0,0,1,39,13,0,0.519579
492,6,1,0,0,1,39,13,0,0.519708
492,6,1,0,0,1,38,13,0,0.520298
493,6,1,0,0,1,38,13,0,0.520668
494,6,1,0,0,1,38,13,0,0.521963
494,6,1,0,0,1,39,13,0,0.522758
495,6,1,0,0,1,39,13,0,0.523009
496,6,1,0,0,1,39,13,0,0.523147
497,6,1,0,0,1,39,13,0,0.523527
498,6,1,0,0,1,39,13,0,0.523906
497,6,1,0,0,1,39,13,0,0.523912
496,6,1,0,0,1,39,13,0,0.524245
497,6,1,0,0,1,39,13,0,0.524626
496,6,1,0,0,1,39,13,0,0.525943
495,6,0,0,1,1,39,13,0,0.526262
496,6,0,0,1,1,39,13,0,0.526376
497,6,0,0,1,1,39,13,0,0.527608
498,6,0,0,1,1,39,13,0,0.52777
498,6,0,0,1,1,40,13,0,0.527831
498,6,0,0,1,1,41,13,0,0.528265
499,6,0,0,1,1,41,13,0,0.528625
500,6,0,0,1,1,41,13,0,0.528819
501,6,0,0,1,1,41,13,0,0.529071
502,6,0,0,1,1,41,13,0,0.529173
503,6,0,0,1,1,41,13,0,0.529338
504,6,0,1,1,0,41,13,0,0.529663
505,6,0,1,1,0,41,13,0,0.529729
505,6,0,1,1,0,42,13,0,0.530588
506,6,0,1,1,0,42,13,0,0.530805
505,6,0,0,1,1,42,13,0,0.530973
506,6,0,0,1,1,42,13,0,0.53142
507,6,0,0,1,1,42,13,0,0.53152
508,6,0,0,1,1,42,13,0,0.531613
508,6,0,0,1,1,43,13,0,0.531956
507,6,0,0,1,1,43,13,0,0.532112
507,6,0,0,1,1,43,14,0,0.533344
507,6,0,0,1,1,43,14,1,0.533373
508,6,0,0,1,1,43,14,1,0.533483
509,6,0,0,1,1,43,14,1,0.533491
509,6,0,0,1,1,44,14,1,0.533582
510,6,0,0,1,1,44,14,1,0.53379
511,6,0,0,1,1,44,14,1,0.53418
510,7,0,0,1,1,44,14,0,0.534387
511,7,0,1,1,0,44,14,0,0.534529
511,7,0,1,1,0,45,14,0,0.53456
512,7,1,1,0,0,45,14,0,0.534959
513,7,1,1,0,0,45,14,0,0.535037
514,7,1,1,0,0,45,14,0,0.535117
513,7,1,0,0,1,45,14,0,0.53569
513,7,1,0,0,1,46,14,0,0.535789
512,7,0,0,1,1,46,14,0,0.535821
512,7,0,0,1,1,45,14,0,0.535822
512,7,0,0,1,1,44,14,0,0.536074
512,7,0,0,1,1,45,14,0,0.536785
513,7,0,0,1,1,45,14,0,0.537456
514,7,0,1,1,0,45,14,0,0.537834
513,7,0,1,1,0,45,14,0,0.538446
514,7,0,1,1,0,45,14,0,0.538678
513,7,0,1,1,0,45,14,0,0.539454
514,7,0,1,1,0,45,14,0,0.53961
515,7,0,1,1,0,45,14,0,0.539902
514,7,0,0,1,1,45,14,0,0.540157
515,7,0,0,1,1,45,14,0,0.540636
516,7,0,0,1,1,45,14,0,0.540699
517,7,0,0,1,1,45,14,0,0.540714
517,7,0,0,1,1,46,14,0,0.540729
518,7,0,0,1,1,46,14,0,0.541175
519,7,0,0,1,1,46,14,0,0.541207
519,7,0,0,1,1,47,14,0,0.541399
519,7,0,0,1,1,48,14,0,0.541573
520,7,0,1,1,0,48,14,0,0.541926
521,7,0,1,1,0,48,14,0,0.542124
522,7,0,1,1,0,48,14,0,0.542174
521,7,0,0,1,1,48,14,0,0.542313
522,7,0,0,1,1,48,14,0,0.542352
523,7,0,0,1,1,48,14,0,0.542475
523,7,0,0,1,1,49,14,0,0.54275
524,7,0,0,1,1,49,14,0,0.542831
525,7,0,0,1,1,49,14,0,0.543624
525,7,0,0,1,1,48,14,0,0.543787
526,7,0,0,1,1,48,14,0,0.543938
527,7,0,0,1,1,48,14,0,0.544096
527,7,0,0,1,1,47,14,0,0.544298
528,7,0,0,1,1,47,14,0,0.544885
527,7,0,0,1,1,47,14,0,0.545006
528,7,0,0,1,1,47,14,0,0.545068
528,7,0,0,1,1,46,14,0,0.545624
529,7,0,0,1,1,46,14,0,0.546151
529,7,0,0,1,1,45,14,0,0.547345
530,7,0,1,1,0,45,14,0,0.547383
531,7,0,1,1,0,45,14,0,0.547415
532,7,0,1,1,0,45,14,0,0.547485
531,7,0,1,1,0,45,14,0,0.548229
532,7,0,1,1,0,45,14,0,0.54839
532,7,0,1,1,0,44,14,0,0.54856
533,7,0,1,1,0,44,14,0,0.54926
534,7,0,1,1,0,44,14,0,0.549447
534,7,0,1,1,0,43,14,0,0.549598
534,7,0,1,1,0,44,14,0,0.549702
535,7,0,1,1,0,44,14,0,0.549831
534,7,0,1,1,0,44,14,0,0.550364
535,7,0,1,1,0,44,14,0,0.550415
536,7,0,1,1,0,44,14,0,0.550912
537,7,0,1,1,0,44,14,0,0.551945
537,7,0,1,1,0,44,14,1,0.551979
537,7,0,1,1,0,45,14,1,0.552041
536,7,0,1,1,0,45,14,1,0.552678
535,7,0,0,1,1,45,14,1,0.55279
536,7,0,0,1,1,45,14,1,0.552978
537,7,0,1,1,0,45,14,1,0.553125
537,7,0,1,1,0,46,14,1,0.553157
536,7,0,1,1,0,46,14,1,0.553422
535,8,0,1,1,0,46,14,0,0.55385
535,8,0,1,1,0,47,14,0,0.554155
534,8,0,0,1,1,47,14,0,0.554433
534,8,0,0,1,1,46,14,0,0.554633
535,8,0,0,1,1,46,14,0,0.554667
536,8,0,0,1,1,46,14,0,0.554837
537,8,0,0,1,1,46,14,0,0.554936
538,8,0,0,1,1,46,14,0,0.555151
539,8,0,0,1,1,46,14,0,0.555153
538,8,0,0,1,1,46,14,0,0.555219
539,8,0,0,1,1,46,14,0,0.555237
540,8,0,0,1,1,46,14,0,0.556071
541,8,0,1,1,0,46,14,0,0.556211
541,8,0,1,1,0,47,14,0,0.556342
542,8,0,1,1,0,47,14,0,0.556537
542,8,0,1,1,0,48,14,0,0.556582
542,8,0,1,1,0,49,14,0,0.556829
541,8,0,1,1,0,49,14,0,0.557353
542,8,0,1,1,0,49,14,0,0.557569
542,8,0,1,1,0,50,14,0,0.558387
543,8,0,1,1,0,50,14,0,0.558584
543,8,0,1,1,0,49,14,0,0.558843
544,8,0,1,1,0,49,14,0,0.558943
543,8,0,1,1,0,49,14,0,0.559032
542,8,0,1,1,0,49,14,0,0.559062
543,8,0,1,1,0,49,14,0,0.559092
542,8,0,0,1,1,49,14,0,0.559237
543,8,0,0,1,1,49,14,0,0.559293
543,8,0,0,1,1,48,14,0,0.559613
544,8,0,0,1,1,48,14,0,0.559901
545,8,0,0,1,1,48,14,0,0.56011
546,8,0,0,1,1,48,14,0,0.560486
546,8,0,0,1,1,49,14,0,0.561197
547,8,0,0,1,1,49,14,0,0.561239
548,8,0,0,1,1,49,14,0,0.561658
547,8,0,0,1,1,49,14,0,0.561872
547,8,0,0,1,1,48,14,0,0.562044
548,8,0,0,1,1,48,14,0,0.562089
547,8,0,0,1,1,48,14,0,0.562114
547,8,0,0,1,1,49,14,0,0.562254
547,8,0,0,1,1,48,14,0,0.5624
546,8,0,0,1,1,48,14,0,0.562703
547,8,0,0,1,1,48,14,0,0.563365
548,8,0,0,1,1,48,14,0,0.563457
549,8,0,0,1,1,48,14,0,0.563466
550,8,0,0,1,1,48,14,0,0.563496
551,8,0,0,1,1,48,14,0,0.564382
551,8,0,0,1,1,49,14,0,0.564427
552,8,0,0,1,1,49,14,0,0.564672
552,8,0,0,1,1,49,15,0,0.565069
551,8,0,0,1,1,49,15,0,0.565091
550,8,0,0,1,1,49,15,0,0.565593
551,8,1,0,0,1,49,15,0,0.565647
550,8,1,0,0,1,49,15,0,0.565851
551,8,1,0,0,1,49,15,0,0.566153
552,8,1,1,0,0,49,15,0,0.56675
551,8,1,1,0,0,49,15,0,0.567155
550,8,0,1,1,0,49,15,0,0.567281
551,8,0,1,1,0,49,15,0,0.567522
550,8,0,1,1,0,49,15,0,0.567548
550,8,0,1,1,0,50,15,0,0.567964
550,8,0,1,1,0,49,15,0,0.568218
551,8,0,1,1,0,49,15,0,0.568233
552,8,0,1,1,0,49,15,0,0.56836
552,8,0,1,1,0,49,15,1,0.569052
551,8,0,1,1,0,49,15,1,0.569147
550,8,0,0,1,1,49,15,1,0.569379
551,8,0,0,1,1,49,15,1,0.569593
552,8,0,0,1,1,49,15,1,0.56968
553,8,0,0,1,1,49,15,1,0.569742
554,8,0,0,1,1,49,15,1,0.570122
555,8,0,0,1,1,49,15,1,0.570169
554,9,0,0,1,1,49,15,0,0.570477
555,9,0,0,1,1,49,15,0,0.570496
555,9,0,0,1,1,50,15,0,0.571374
556,9,0,0,1,1,50,15,0,0.571449
557,9,0,0,1,1,50,15,0,0.571497
558,9,0,0,1,1,50,15,0,0.571609
559,9,0,0,1,1,50,15,0,0.571609
559,9,0,0,1,1,50,16,0,0.571846
559,9,0,0,1,1,50,17,0,0.572169
559,9,0,0,1,1,51,17,0,0.572673
559,9,0,0,1,1,52,17,0,0.572728
560,9,0,1,1,0,52,17,0,0.572844
560,9,0,1,1,0,53,17,0,0.572911
559,9,0,1,1,0,53,17,0,0.572944
560,9,0,1,1,0,53,17,0,0.573049
560,9,0,1,1,0,52,17,0,0.573064
561,9,0,1,1,0,52,17,0,0.573108
561,9,0,1,1,0,51,17,0,0.57317
562,9,0,1,1,0,51,17,0,0.57354
562,9,0,1,1,0,50,17,0,0.573659
561,9,0,1,1,0,50,17,0,0.573739
562,9,0,1,1,0,50,17,0,0.57382
563,9,0,1,1,0,50,17,0,0.574044
562,9,0,1,1,0,50,17,0,0.574053
562,9,0,1,1,0,51,17,0,0.574137
563,9,0,1,1,0,51,17,0,0.574278
563,9,0,1,1,0,50,17,0,0.574501
564,9,0,1,1,0,50,17,0,0.574736
565,9,0,1,1,0,50,17,0,0.574779
564,9,0,1,1,0,50,17,0,0.574899
563,9,0,1,1,0,50,17,0,0.575285
563,9,0,1,1,0,49,17,0,0.57568
562,9,0,1,1,0,49,17,0,0.575804
563,9,0,1,1,0,49,17,0,0.575819
563,9,0,1,1,0,48,17,0,0.576478
564,9,0,1,1,0,48,17,0,0.576754
565,9,0,1,1,0,48,17,0,0.576889
566,9,0,1,1,0,48,17,0,0.577103
567,9,0,1,1,0,48,17,0,0.577553
566,9,0,0,1,1,48,17,0,0.577941
566,9,0,0,1,1,49,17,0,0.578498
567,9,0,0,1,1,49,17,0,0.578679
568,9,0,0,1,1,49,17,0,0.578702
569,9,0,0,1,1,49,17,0,0.579199
570,9,0,0,1,1,49,17,0,0.579362
571,9,0,0,1,1,49,17,0,0.579921
571,9,0,0,1,1,48,17,0,0.580613
572,9,0,0,1,1,48,17,0,0.580772
573,9,0,0,1,1,48,17,0,0.581344
573,9,0,0,1,1,49,17,0,0.581527
574,9,0,0,1,1,49,17,0,0.58168
575,9,0,1,1,0,49,17,0,0.581922
574,9,0,1,1,0,49,17,0,0.581985
574,9,0,1,1,0,50,17,0,0.582073
574,9,0,1,1,0,50,16,0,0.582119
575,9,0,1,1,0,50,16,0,0.582167
576,9,0,1,1,0,50,16,0,0.582503
575,9,0,0,1,1,50,16,0,0.582643
576,9,0,0,1,1,50,16,0,0.58288
577,9,0,0,1,1,50,16,0,0.582997
577,9,0,0,1,1,49,16,0,0.583058
577,9,0,0,1,1,50,16,0,0.583066
578,9,0,0,1,1,50,16,0,0.583172
579,9,0,0,1,1,50,16,0,0.583266
580,9,0,0,1,1,50,16,0,0.583579
