E,H,I,R,S,Time
1483,2,846,3316,4353,29.4319
1483,2,845,3317,4353,29.4342
1484,2,845,3317,4352,29.4346
1483,2,846,3317,4352,29.4346
1482,2,847,3317,4352,29.435
1483,2,847,3317,4351,29.4355
1482,2,848,3317,4351,29.4374
1482,2,847,3318,4351,29.4384
1481,2,848,3318,4351,29.4392
1480,2,849,3318,4351,29.4406
1481,2,849,3318,4350,29.4408
1481,2,848,3319,4350,29.4411
1482,2,848,3319,4349,29.443
1481,2,849,3319,4349,29.443
1481,2,848,3320,4349,29.4439
1482,2,848,3320,4348,29.4451
1482,2,847,3321,4348,29.4453
1483,2,847,3321,4347,29.4459
1483,2,846,3322,4347,29.4461
1484,2,846,3322,4346,29.4479
1484,2,845,3323,4346,29.4489
1485,2,845,3323,4345,29.4525
1485,2,844,3324,4345,29.455
1484,2,845,3324,4345,29.4575
1484,2,844,3325,4345,29.4581
1484,2,843,3326,4345,29.4591
1485,2,843,3326,4344,29.4595
1484,2,844,3326,4344,29.4616
1485,2,844,3326,4343,29.4631
1484,2,845,3326,4343,29.4641
1483,2,846,3326,4343,29.4642
1483,2,845,3327,4343,29.4657
1483,2,844,3328,4343,29.4661
1484,2,844,3328,4342,29.4686
1485,2,844,3328,4341,29.4697
1486,2,844,3328,4340,29.4705
1486,2,843,3329,4340,29.4705
1486,2,842,3330,4340,29.4742
1487,2,842,3330,4339,29.4742
1486,2,843,3330,4339,29.4749
1487,2,843,3330,4338,29.4749
1486,2,844,3330,4338,29.4764
1487,2,844,3330,4337,29.4786
1486,2,845,3330,4337,29.4791
1485,2,846,3330,4337,29.4812
1484,2,847,3330,4337,29.4812
1485,2,847,3330,4336,29.4815
1486,2,847,3330,4335,29.4835
1485,2,848,3330,4335,29.4841
1485,2,847,3331,4335,29.4853
1485,2,846,3332,4335,29.4866
1485,2,845,3333,4335,29.4868
1484,2,846,3333,4335,29.4873
1483,2,847,3333,4335,29.4874
1484,2,847,3333,4334,29.4917
1484,2,846,3334,4334,29.4925
1483,2,847,3334,4334,29.494
1484,2,847,3334,4333,29.4957
1484,2,846,3335,4333,29.496
1484,2,845,3336,4333,29.4961
1485,2,845,3336,4332,29.4979
1486,2,845,3336,4331,29.498
1487,2,845,3336,4330,29.4988
1487,2,844,3337,4330,29.4988
1486,2,845,3337,4330,29.5008
1487,2,845,3337,4329,29.5023
1488,2,845,3337,4328,29.5045
1489,2,845,3337,4327,29.5051
1490,2,845,3337,4326,29.5066
1489,2,846,3337,4326,29.5069
1490,2,846,3337,4325,29.5087
1490,2,845,3338,4325,29.5099
1489,2,846,3338,4325,29.5126
1488,2,847,3338,4325,29.5135
1487,2,848,3338,4325,29.5143
1486,2,849,3338,4325,29.5154
1487,2,849,3338,4324,29.5162
1488,2,849,3338,4323,29.5183
1489,2,849,3338,4322,29.5207
1490,2,849,3338,4321,29.5209
1489,2,850,3338,4321,29.525
1490,2,850,3338,4320,29.5263
1491,2,850,3338,4319,29.5291
1492,2,850,3338,4318,29.5325
1493,2,850,3338,4317,29.5326
1493,2,849,3339,4317,29.534
1494,2,849,3339,4316,29.5349
1494,2,848,3340,4316,29.5364
1495,2,848,3340,4315,29.5382
1496,2,848,3340,4314,29.5387
1496,2,847,3341,4314,29.5408
1497,2,847,3341,4313,29.5424
1496,2,848,3341,4313,29.5429
1495,2,849,3341,4313,29.5432
1495,2,848,3342,4313,29.5442
1495,2,847,3343,4313,29.5472
1495,2,846,3344,4313,29.5478
1496,2,846,3344,4312,29.5501
1497,2,846,3344,4311,29.5511
1496,2,847,3344,4311,29.5517
1496,2,846,3345,4311,29.5536
1496,2,845,3346,4311,29.5539
1497,2,845,3346,4310,29.5544
1497,2,844,3347,4310,29.5556
1497,2,843,3348,4310,29.5579
1498,2,843,3348,4309,29.5579
1499,2,843,3348,4308,29.558
1500,2,843,3348,4307,29.5588
1500,2,842,3349,4307,29.5601
1499,2,843,3349,4307,29.5606
1499,2,842,3350,4307,29.5615
1499,2,841,3351,4307,29.5621
1498,2,842,3351,4307,29.5635
1497,2,843,3351,4307,29.5639
1498,2,843,3351,4306,29.5644
1499,2,843,3351,4305,29.5658
1498,2,844,3351,4305,29.5667
1499,2,844,3351,4304,29.5683
1499,2,843,3352,4304,29.5693
1499,2,842,3353,4304,29.5714
1500,2,842,3353,4303,29.5728
1500,2,841,3354,4303,29.5737
1499,2,842,3354,4303,29.5781
1500,2,842,3354,4302,29.5806
1500,2,841,3355,4302,29.5809
1500,2,840,3356,4302,29.582
1501,2,840,3356,4301,29.5823
1500,2,841,3356,4301,29.5836
1500,2,840,3357,4301,29.585
1499,2,841,3357,4301,29.5877
1500,2,841,3357,4300,29.5881
1501,2,841,3357,4299,29.5885
1500,2,842,3357,4299,29.5896
1499,2,843,3357,4299,29.5903
1500,2,843,3357,4298,29.5907
1500,2,842,3358,4298,29.5924
1499,2,843,3358,4298,29.5937
1499,2,842,3359,4298,29.595
1498,2,843,3359,4298,29.5963
1497,2,844,3359,4298,29.5971
1498,2,844,3359,4297,29.5976
1497,2,845,3359,4297,29.5993
1496,2,846,3359,4297,29.5995
1495,2,847,3359,4297,29.6023
1496,2,847,3359,4296,29.6028
1497,2,847,3359,4295,29.6047
1496,2,848,3359,4295,29.606
1496,2,847,3360,4295,29.6062
1496,2,846,3361,4295,29.6063
1495,2,847,3361,4295,29.6067
1496,2,847,3361,4294,29.6108
1497,2,847,3361,4293,29.6119
1498,2,847,3361,4292,29.6149
1497,2,848,3361,4292,29.615
1496,2,849,3361,4292,29.6158
1495,2,850,3361,4292,29.6162
1496,2,850,3361,4291,29.617
1497,2,850,3361,4290,29.6214
1497,2,849,3362,4290,29.6214
1496,2,850,3362,4290,29.6214
1497,2,850,3362,4289,29.6222
1496,2,851,3362,4289,29.6237
1495,2,852,3362,4289,29.6247
1494,2,853,3362,4289,29.627
1493,2,854,3362,4289,29.627
1493,2,853,3363,4289,29.6271
1492,2,854,3363,4289,29.6283
1492,2,853,3364,4289,29.6296
1491,2,854,3364,4289,29.6313
1491,2,853,3365,4289,29.6317
1492,2,853,3365,4288,29.632
1493,2,853,3365,4287,29.6331
1492,2,854,3365,4287,29.6341
1493,2,854,3365,4286,29.6347
1492,2,855,3365,4286,29.6356
1491,2,856,3365,4286,29.6361
1491,2,855,3366,4286,29.6372
1491,2,854,3367,4286,29.6388
1491,2,853,3368,4286,29.6406
1490,2,854,3368,4286,29.6425
1491,2,854,3368,4285,29.6447
1492,2,854,3368,4284,29.645
1493,2,854,3368,4283,29.6452
1494,2,854,3368,4282,29.6456
1494,2,853,3369,4282,29.6466
1494,2,852,3370,4282,29.6483
1494,2,851,3371,4282,29.6497
1495,2,851,3371,4281,29.65
1494,2,852,3371,4281,29.654
1495,2,852,3371,4280,29.6555
1495,2,851,3372,4280,29.6556
1494,2,852,3372,4280,29.6576
1495,2,852,3372,4279,29.6577
1495,2,851,3373,4279,29.6577
1494,2,852,3373,4279,29.6586
1494,2,851,3374,4279,29.6612
1495,2,851,3374,4278,29.6623
1496,2,851,3374,4277,29.6635
1495,2,852,3374,4277,29.6641
1496,2,852,3374,4276,29.6644
1496,2,851,3375,4276,29.6648
1496,2,850,3376,4276,29.6653
1495,2,851,3376,4276,29.6674
1495,2,850,3377,4276,29.6683
1496,2,850,3377,4275,29.6693
1497,2,850,3377,4274,29.67
1497,2,849,3378,4274,29.6701
1496,2,850,3378,4274,29.6703
1497,2,850,3378,4273,29.671
1498,2,850,3378,4272,29.6711
1499,2,850,3378,4271,29.6714
1500,2,850,3378,4270,29.6725
1499,2,851,3378,4270,29.6741
1499,2,850,3379,4270,29.6749
1499,2,849,3380,4270,29.6752
1498,2,850,3380,4270,29.6767
1497,2,851,3380,4270,29.6772
1498,2,851,3380,4269,29.6783
1499,2,851,3380,4268,29.6833
1500,2,851,3380,4267,29.6897
1500,2,850,3381,4267,29.6903
1499,2,851,3381,4267,29.6913
1498,2,852,3381,4267,29.6915
1499,2,852,3381,4266,29.6927
1498,2,853,3381,4266,29.6933
1497,2,854,3381,4266,29.6934
1496,2,855,3381,4266,29.6963
1495,2,856,3381,4266,29.6992
1495,2,855,3382,4266,29.701
1494,2,856,3382,4266,29.7015
1493,2,857,3382,4266,29.7023
1492,2,858,3382,4266,29.7049
1493,2,858,3382,4265,29.7052
1494,2,858,3382,4264,29.7064
1495,2,858,3382,4263,29.7073
1495,2,857,3383,4263,29.7074
1495,2,856,3384,4263,29.7085
1496,2,856,3384,4262,29.7086
1495,2,857,3384,4262,29.7092
1494,2,858,3384,4262,29.7103
1493,2,859,3384,4262,29.7114
1493,2,858,3385,4262,29.7127
1494,2,858,3385,4261,29.7135
1494,2,857,3386,4261,29.7139
1493,2,858,3386,4261,29.7146
1494,2,858,3386,4260,29.7156
1495,2,858,3386,4259,29.7163
1494,2,859,3386,4259,29.7177
1494,2,858,3387,4259,29.7193
1493,2,859,3387,4259,29.7205
1494,2,859,3387,4258,29.7206
1494,2,858,3388,4258,29.7223
1495,2,858,3388,4257,29.7225
1495,2,857,3389,4257,29.7265
1494,2,858,3389,4257,29.7276
1494,2,857,3390,4257,29.7279
1493,2,858,3390,4257,29.7333
1494,2,858,3390,4256,29.734
1495,2,858,3390,4255,29.7349
1496,2,858,3390,4254,29.7363
1497,2,858,3390,4253,29.7364
1498,2,858,3390,4252,29.7368
1499,2,858,3390,4251,29.7371
1498,2,859,3390,4251,29.7378
1499,2,859,3390,4250,29.7382
1499,2,858,3391,4250,29.7386
1500,2,858,3391,4249,29.7387
1499,2,859,3391,4249,29.7405
1498,2,860,3391,4249,29.7411
1499,2,860,3391,4248,29.7425
1498,2,861,3391,4248,29.7446
1497,2,862,3391,4248,29.7447
1498,2,862,3391,4247,29.7465
1497,2,863,3391,4247,29.747
1496,2,864,3391,4247,29.7477
1497,2,864,3391,4246,29.748
1497,2,863,3392,4246,29.7485
1498,2,863,3392,4245,29.7509
1498,2,862,3393,4245,29.753
1498,2,861,3394,4245,29.754
1499,2,861,3394,4244,29.7546
1500,2,861,3394,4243,29.7548
1500,2,860,3395,4243,29.7575
1501,2,860,3395,4242,29.7576
1501,2,859,3396,4242,29.7578
1500,2,860,3396,4242,29.7585
1499,2,861,3396,4242,29.7602
1500,2,861,3396,4241,29.7605
1500,2,860,3397,4241,29.7618
1500,2,859,3398,4241,29.7622
1499,2,860,3398,4241,29.7642
1500,2,860,3398,4240,29.7646
1499,2,861,3398,4240,29.7651
1498,2,862,3398,4240,29.768
1497,2,863,3398,4240,29.7702
1497,2,862,3399,4240,29.7705
1496,2,863,3399,4240,29.7706
1496,2,862,3400,4240,29.7726
1496,2,861,3401,4240,29.7727
1497,2,861,3401,4239,29.7744
1496,2,862,3401,4239,29.7759
1495,2,863,3401,4239,29.7759
1495,2,862,3402,4239,29.7764
1496,2,862,3402,4238,29.7769
1497,2,862,3402,4237,29.7776
1497,2,861,3403,4237,29.778
1496,2,862,3403,4237,29.7808
1495,2,863,3403,4237,29.7809
1494,2,864,3403,4237,29.7827
1494,2,863,3404,4237,29.7827
1495,2,863,3404,4236,29.7845
1494,2,864,3404,4236,29.7861
1494,2,863,3405,4236,29.7863
1494,2,862,3406,4236,29.787
1493,2,863,3406,4236,29.787
1494,2,863,3406,4235,29.7876
1493,2,864,3406,4235,29.7879
1494,2,864,3406,4234,29.7885
1495,2,864,3406,4233,29.7892
1494,2,865,3406,4233,29.7898
1495,2,865,3406,4232,29.7903
1494,2,866,3406,4232,29.7909
1495,2,866,3406,4231,29.7923
1494,2,867,3406,4231,29.7932
1495,2,867,3406,4230,29.7936
1494,2,868,3406,4230,29.7943
1493,2,869,3406,4230,29.7946
1493,2,868,3407,4230,29.7956
1493,2,867,3408,4230,29.796
1492,2,868,3408,4230,29.7961
1492,2,867,3409,4230,29.7967
1493,2,867,3409,4229,29.8022
1494,2,867,3409,4228,29.8031
1494,2,866,3410,4228,29.8043
1493,2,867,3410,4228,29.8064
1493,2,866,3411,4228,29.8081
1492,2,867,3411,4228,29.8082
1491,2,868,3411,4228,29.8087
1490,2,869,3411,4228,29.813
1489,2,870,3411,4228,29.8138
1489,2,869,3412,4228,29.8157
1489,2,868,3413,4228,29.8158
1488,2,869,3413,4228,29.8179
1487,2,870,3413,4228,29.8181
1486,2,871,3413,4228,29.8183
1487,2,871,3413,4227,29.8204
1486,2,872,3413,4227,29.8212
1487,2,872,3413,4226,29.8219
1486,2,873,3413,4226,29.8223
1485,2,874,3413,4226,29.8254
1484,2,875,3413,4226,29.8277
1485,2,875,3413,4225,29.8279
1486,2,875,3413,4224,29.8294
1487,2,875,3413,4223,29.8307
1487,2,874,3414,4223,29.8315
1486,2,875,3414,4223,29.8323
1485,2,876,3414,4223,29.8342
1486,2,876,3414,4222,29.8359
1487,2,876,3414,4221,29.8363
1488,2,876,3414,4220,29.8379
1487,2,877,3414,4220,29.8381
1487,2,876,3415,4220,29.8409
1487,2,875,3416,4220,29.8414
1486,2,876,3416,4220,29.8424
1486,2,875,3417,4220,29.8429
1486,2,874,3418,4220,29.8433
1487,2,874,3418,4219,29.8438
1486,2,875,3418,4219,29.844
1485,2,876,3418,4219,29.8453
1484,2,877,3418,4219,29.8462
1483,2,878,3418,4219,29.8462
1484,2,878,3418,4218,29.8465
1483,2,879,3418,4218,29.8482
1483,2,878,3419,4218,29.8484
1483,2,877,3420,4218,29.8486
1483,2,876,3421,4218,29.8546
1483,2,875,3422,4218,29.8549
1482,2,876,3422,4218,29.8551
1482,2,875,3423,4218,29.8552
1483,2,875,3423,4217,29.8579
1483,2,874,3424,4217,29.8585
1483,2,873,3425,4217,29.8603
1482,2,874,3425,4217,29.8613
1481,2,875,3425,4217,29.8615
1481,2,874,3426,4217,29.8619
1482,2,874,3426,4216,29.863
1482,2,873,3427,4216,29.8663
1483,2,873,3427,4215,29.8676
1482,2,874,3427,4215,29.8692
1481,2,875,3427,4215,29.8717
1482,2,875,3427,4214,29.8745
1481,2,876,3427,4214,29.8751
1480,2,877,3427,4214,29.8755
1479,2,878,3427,4214,29.8769
1478,2,879,3427,4214,29.8798
1479,2,879,3427,4213,29.8805
1480,2,879,3427,4212,29.8831
1480,2,878,3428,4212,29.8843
1480,2,877,3429,4212,29.8849
1479,2,878,3429,4212,29.8882
1480,2,878,3429,4211,29.8894
1479,2,879,3429,4211,29.891
1480,2,879,3429,4210,29.891
1479,2,880,3429,4210,29.8917
1479,2,879,3430,4210,29.8918
1479,2,878,3431,4210,29.8923
1480,2,878,3431,4209,29.8924
1481,2,878,3431,4208,29.8925
1480,2,879,3431,4208,29.8936
1481,2,879,3431,4207,29.8937
1481,2,878,3432,4207,29.8949
1480,2,879,3432,4207,29.896
1481,2,879,3432,4206,29.896
1481,2,878,3433,4206,29.8997
1481,2,877,3434,4206,29.9052
1480,2,878,3434,4206,29.9074
1479,2,879,3434,4206,29.9074
1479,2,878,3435,4206,29.9081
1480,2,878,3435,4205,29.9086
1479,2,879,3435,4205,29.9108
1480,2,879,3435,4204,29.912
1481,2,879,3435,4203,29.9128
1481,2,878,3436,4203,29.9179
1480,2,879,3436,4203,29.9195
1481,2,879,3436,4202,29.9197
1482,2,879,3436,4201,29.9205
1483,2,879,3436,4200,29.9208
1483,2,878,3437,4200,29.9225
1484,2,878,3437,4199,29.9233
1484,2,877,3438,4199,29.9251
1485,2,877,3438,4198,29.9252
1486,2,877,3438,4197,29.9256
1486,2,876,3439,4197,29.9261
1487,2,876,3439,4196,29.9273
1488,2,876,3439,4195,29.9281
1487,2,877,3439,4195,29.9289
1488,2,877,3439,4194,29.9293
1489,2,877,3439,4193,29.9297
1489,2,876,3440,4193,29.9304
1488,2,877,3440,4193,29.9313
1489,2,877,3440,4192,29.9317
1488,2,878,3440,4192,29.936
1489,2,878,3440,4191,29.9372
1490,2,878,3440,4190,29.9393
1491,2,878,3440,4189,29.9406
1490,2,879,3440,4189,29.9414
1489,2,880,3440,4189,29.9425
1490,2,880,3440,4188,29.9437
1489,2,881,3440,4188,29.9439
1490,2,881,3440,4187,29.944
1489,2,882,3440,4187,29.9456
1490,2,882,3440,4186,29.9481
1491,2,882,3440,4185,29.949
1490,2,883,3440,4185,29.9501
1489,2,884,3440,4185,29.9502
1490,2,884,3440,4184,29.951
1491,2,884,3440,4183,29.9516
1491,2,883,3441,4183,29.9579
1490,2,884,3441,4183,29.958
1489,2,885,3441,4183,29.9592
1489,2,884,3442,4183,29.9608
1489,2,883,3443,4183,29.961
1490,2,883,3443,4182,29.9654
1490,2,882,3444,4182,29.9657
1491,2,882,3444,4181,29.9674
1492,2,882,3444,4180,29.9693
1492,2,881,3445,4180,29.9704
1491,2,882,3445,4180,29.9719
1491,2,881,3446,4180,29.9728
1491,2,880,3447,4180,29.9736
1491,2,879,3448,4180,29.9741
1490,2,880,3448,4180,29.9746
1489,2,881,3448,4180,29.9751
1488,2,882,3448,4180,29.9768
1487,2,883,3448,4180,29.9776
1487,2,882,3449,4180,29.978
1488,2,882,3449,4179,29.9783
1489,2,882,3449,4178,29.979
1490,2,882,3449,4177,29.9791
1490,2,881,3450,4177,29.9809
1490,2,880,3451,4177,29.9812
1490,2,879,3452,4177,29.9827
1490,2,878,3453,4177,29.9839
1491,2,878,3453,4176,29.9839
1492,2,878,3453,4175,29.9844
1492,2,877,3454,4175,29.9862
1491,2,878,3454,4175,29.9864
1492,2,878,3454,4174,29.9866
1493,2,878,3454,4173,29.988
1492,2,879,3454,4173,29.9885
1491,2,880,3454,4173,29.9886
1492,2,880,3454,4172,29.989
1492,2,879,3455,4172,29.99
1493,2,879,3455,4171,29.9903
1492,2,880,3455,4171,29.9906
1492,2,879,3456,4171,29.9907
1493,2,879,3456,4170,29.9979
1494,2,879,3456,4169,30.0029
1495,2,879,3456,4168,30.0033
1495,2,878,3457,4168,30.0035
1494,2,879,3457,4168,30.0046
1495,2,879,3457,4167,30.0096
1496,2,879,3457,4166,30.0099
1497,2,879,3457,4165,30.0102
1498,2,879,3457,4164,30.0113
1498,2,878,3458,4164,30.0114
1498,2,877,3459,4164,30.012
1498,2,876,3460,4164,30.0128
1498,2,875,3461,4164,30.0136
1499,2,875,3461,4163,30.0141
1500,2,875,3461,4162,30.0143
1500,2,874,3462,4162,30.0147
1501,2,874,3462,4161,30.0155
1500,2,875,3462,4161,30.0162
1500,2,874,3463,4161,30.0163
1501,2,874,3463,4160,30.0165
1502,2,874,3463,4159,30.0188
1503,2,874,3463,4158,30.0202
1502,2,875,3463,4158,30.0208
1502,2,874,3464,4158,30.0212
1503,2,874,3464,4157,30.0262
1504,2,874,3464,4156,30.0264
1504,2,873,3465,4156,30.0274
1505,2,873,3465,4155,30.0282
1505,2,872,3466,4155,30.0319
1505,2,871,3467,4155,30.0321
1504,2,872,3467,4155,30.0329
1503,2,873,3467,4155,30.0334
1504,2,873,3467,4154,30.0338
1503,2,874,3467,4154,30.0344
1502,2,875,3467,4154,30.0346
1501,2,876,3467,4154,30.0359
1502,2,876,3467,4153,30.0366
1503,2,876,3467,4152,30.0367
1502,2,877,3467,4152,30.037
1501,2,878,3467,4152,30.0384
1502,2,878,3467,4151,30.0409
1502,2,877,3468,4151,30.041
1503,2,877,3468,4150,30.0418
1502,2,878,3468,4150,30.0435
1501,2,879,3468,4150,30.0439
1502,2,879,3468,4149,30.0449
1502,2,878,3469,4149,30.0451
1502,2,877,3470,4149,30.046
1501,2,878,3470,4149,30.0476
1502,2,878,3470,4148,30.0488
1502,2,877,3471,4148,30.0492
1502,2,876,3472,4148,30.0499
1501,2,877,3472,4148,30.0523
1500,2,878,3472,4148,30.0537
1501,2,878,3472,4147,30.0551
1501,2,877,3473,4147,30.0592
1500,2,878,3473,4147,30.0636
1501,2,878,3473,4146,30.0657
1500,2,879,3473,4146,30.0674
1499,2,880,3473,4146,30.0682
1498,2,881,3473,4146,30.07
1499,2,881,3473,4145,30.07
1498,2,882,3473,4145,30.072
1497,2,883,3473,4145,30.0729
1497,2,882,3474,4145,30.0735
1496,2,883,3474,4145,30.0736
1497,2,883,3474,4144,30.0795
1497,2,882,3475,4144,30.0797
1497,2,881,3476,4144,30.0798
1497,2,880,3477,4144,30.0808
1498,2,880,3477,4143,30.081
1499,2,880,3477,4142,30.0828
1499,2,879,3478,4142,30.0832
1500,2,879,3478,4141,30.0842
1501,2,879,3478,4140,30.0845
1502,2,879,3478,4139,30.0861
1501,2,880,3478,4139,30.0863
1502,2,880,3478,4138,30.0866
1503,2,880,3478,4137,30.0873
1502,2,881,3478,4137,30.0901
1501,2,882,3478,4137,30.0918
1502,2,882,3478,4136,30.0918
1502,2,881,3479,4136,30.0948
1502,2,880,3480,4136,30.0961
1501,2,881,3480,4136,30.0962
1501,2,880,3481,4136,30.0975
1502,2,880,3481,4135,30.0986
1502,2,879,3482,4135,30.099
1503,2,879,3482,4134,30.0997
1503,2,878,3483,4134,30.0999
1504,2,878,3483,4133,30.1003
1503,2,879,3483,4133,30.1006
1503,2,878,3484,4133,30.1015
1503,2,877,3485,4133,30.1018
1504,2,877,3485,4132,30.1036
1505,2,877,3485,4131,30.1048
1505,2,876,3486,4131,30.105
1506,2,876,3486,4130,30.1061
1505,2,877,3486,4130,30.1066
1505,2,876,3487,4130,30.1071
1504,2,877,3487,4130,30.1089
1505,2,877,3487,4129,30.1099
1504,2,878,3487,4129,30.1106
1503,2,879,3487,4129,30.1121
1503,2,878,3488,4129,30.1136
1502,2,879,3488,4129,30.1149
1502,2,878,3489,4129,30.1157
1501,2,879,3489,4129,30.1158
1500,2,880,3489,4129,30.1174
1501,2,880,3489,4128,30.1208
1502,2,880,3489,4127,30.122
1502,2,879,3490,4127,30.1245
1503,2,879,3490,4126,30.1272
1502,2,880,3490,4126,30.1273
1501,2,881,3490,4126,30.1279
1501,2,880,3491,4126,30.1301
1500,2,881,3491,4126,30.1323
1501,2,881,3491,4125,30.1324
1500,2,882,3491,4125,30.1334
1500,2,881,3492,4125,30.1336
1501,2,881,3492,4124,30.1348
1500,2,882,3492,4124,30.1356
1500,2,881,3493,4124,30.136
1499,2,882,3493,4124,30.1362
1498,2,883,3493,4124,30.1385
1497,2,884,3493,4124,30.1385
1496,2,885,3493,4124,30.1391
1497,2,885,3493,4123,30.1399
1497,2,884,3494,4123,30.1404
1498,2,884,3494,4122,30.1415
1497,2,885,3494,4122,30.1418
1496,2,886,3494,4122,30.142
1496,2,885,3495,4122,30.142
1497,2,885,3495,4121,30.1431
1497,2,884,3496,4121,30.1454
1496,2,885,3496,4121,30.1466
1495,2,886,3496,4121,30.1483
1495,2,885,3497,4121,30.1489
1495,2,884,3498,4121,30.1519
1494,2,885,3498,4121,30.1524
1495,2,885,3498,4120,30.1525
1494,2,886,3498,4120,30.1547
1494,2,885,3499,4120,30.1551
1493,2,886,3499,4120,30.1552
1492,2,887,3499,4120,30.1566
1493,2,887,3499,4119,30.1569
1494,2,887,3499,4118,30.157
1494,2,886,3500,4118,30.1572
1493,2,887,3500,4118,30.1574
1494,2,887,3500,4117,30.1584
1495,2,887,3500,4116,30.1595
1496,2,887,3500,4115,30.1622
1496,2,886,3501,4115,30.1633
1496,2,885,3502,4115,30.165
1497,2,885,3502,4114,30.1663
1497,2,884,3503,4114,30.1667
1497,2,883,3504,4114,30.1669
1496,2,884,3504,4114,30.1698
1497,2,884,3504,4113,30.1715
1498,2,884,3504,4112,30.1733
1497,2,885,3504,4112,30.174
1496,2,886,3504,4112,30.1764
1497,2,886,3504,4111,30.1783
1496,2,887,3504,4111,30.1798
1495,2,888,3504,4111,30.18
1494,2,889,3504,4111,30.1812
1494,2,888,3505,4111,30.1812
1494,2,887,3506,4111,30.1814
1495,2,887,3506,4110,30.1853
1496,2,887,3506,4109,30.1863
1497,2,887,3506,4108,30.1871
1497,2,886,3507,4108,30.188
1498,2,886,3507,4107,30.1886
1499,2,886,3507,4106,30.1894
1499,2,885,3508,4106,30.1902
1500,2,885,3508,4105,30.1905
1500,2,884,3509,4105,30.1922
1501,2,884,3509,4104,30.1926
1501,2,883,3510,4104,30.1928
1500,2,884,3510,4104,30.1932
1501,2,884,3510,4103,30.1946
1500,2,885,3510,4103,30.196
1501,2,885,3510,4102,30.1992
1500,2,886,3510,4102,30.1994
1499,2,887,3510,4102,30.2027
1498,2,888,3510,4102,30.2046
1499,2,888,3510,4101,30.2071
1499,2,887,3511,4101,30.2075
1498,2,888,3511,4101,30.2082
1498,2,887,3512,4101,30.2083
1498,2,886,3513,4101,30.2084
1497,2,887,3513,4101,30.209
1498,2,887,3513,4100,30.2112
1497,2,888,3513,4100,30.2119
1498,2,888,3513,4099,30.2134
1498,2,887,3514,4099,30.2147
1497,2,888,3514,4099,30.2181
1498,2,888,3514,4098,30.2186
1499,2,888,3514,4097,30.2187
1498,2,889,3514,4097,30.2189
1497,2,890,3514,4097,30.2199
1498,2,890,3514,4096,30.2203
1497,2,891,3514,4096,30.2211
1496,2,892,3514,4096,30.2218
1495,2,893,3514,4096,30.2234
1495,2,892,3515,4096,30.2255
1494,2,893,3515,4096,30.227
1493,2,894,3515,4096,30.2282
1492,2,895,3515,4096,30.2292
1493,2,895,3515,4095,30.2299
1494,2,895,3515,4094,30.2301
1494,2,894,3516,4094,30.2312
1495,2,894,3516,4093,30.2314
1496,2,894,3516,4092,30.2348
1497,2,894,3516,4091,30.2348
1496,2,895,3516,4091,30.2352
1495,2,896,3516,4091,30.2378
1494,2,897,3516,4091,30.238
1494,2,896,3517,4091,30.2387
1494,2,895,3518,4091,30.2394
1493,2,896,3518,4091,30.2412
1493,2,895,3519,4091,30.2457
1494,2,895,3519,4090,30.2481
1494,2,894,3520,4090,30.2489
1495,2,894,3520,4089,30.2501
1495,2,893,3521,4089,30.2508
1496,2,893,3521,4088,30.2518
1496,2,892,3522,4088,30.2525
1495,2,893,3522,4088,30.2554
1496,2,893,3522,4087,30.2558
1497,2,893,3522,4086,30.2559
1498,2,893,3522,4085,30.256
1498,2,892,3523,4085,30.2591
1497,2,893,3523,4085,30.2604
1496,2,894,3523,4085,30.2617
1495,2,895,3523,4085,30.2624
1495,2,894,3524,4085,30.2666
1494,2,895,3524,4085,30.2684
1493,2,896,3524,4085,30.2687
1494,2,896,3524,4084,30.2687
1494,2,895,3525,4084,30.2698
1495,2,895,3525,4083,30.2702
1495,2,894,3526,4083,30.2709
1494,2,895,3526,4083,30.2717
1493,2,896,3526,4083,30.2726
1492,2,897,3526,4083,30.274
1493,2,897,3526,4082,30.276
1493,2,896,3527,4082,30.2781
1494,2,896,3527,4081,30.2791
1494,2,895,3528,4081,30.2795
1494,2,894,3529,4081,30.2811
1494,2,893,3530,4081,30.2831
1495,2,893,3530,4080,30.2836
1495,2,892,3531,4080,30.2857
1496,2,892,3531,4079,30.2862
1495,2,893,3531,4079,30.2879
1496,2,893,3531,4078,30.2889
1497,2,893,3531,4077,30.2891
1497,2,892,3532,4077,30.2908
1498,2,892,3532,4076,30.2947
1499,2,892,3532,4075,30.2948
1500,2,892,3532,4074,30.2976
1500,2,891,3533,4074,30.2987
1501,2,891,3533,4073,30.3
1500,2,892,3533,4073,30.301
1501,2,892,3533,4072,30.3011
1502,2,892,3533,4071,30.3019
1502,2,891,3534,4071,30.3036
1501,2,892,3534,4071,30.3046
1500,2,893,3534,4071,30.3068
1500,2,892,3535,4071,30.3092
1501,2,892,3535,4070,30.3098
1501,2,891,3536,4070,30.3127
1502,2,891,3536,4069,30.3132
1501,2,892,3536,4069,30.3136
1500,2,893,3536,4069,30.3145
1501,2,893,3536,4068,30.3154
1502,2,893,3536,4067,30.3191
1503,2,893,3536,4066,30.321
1502,2,894,3536,4066,30.3219
1501,2,895,3536,4066,30.3228
1502,2,895,3536,4065,30.3237
1502,2,894,3537,4065,30.3238
1503,2,894,3537,4064,30.324
1503,2,893,3538,4064,30.3252
