E,H,I,R,S,Time
1502,2,894,3538,4064,30.3264
1503,2,894,3538,4063,30.3265
1503,2,893,3539,4063,30.3275
1502,2,894,3539,4063,30.328
1501,2,895,3539,4063,30.3297
1500,2,896,3539,4063,30.3299
1500,2,895,3540,4063,30.33
1501,2,895,3540,4062,30.3301
1502,2,895,3540,4061,30.3313
1503,2,895,3540,4060,30.3317
1502,2,896,3540,4060,30.3322
1501,2,897,3540,4060,30.3344
1501,2,896,3541,4060,30.3387
1500,2,897,3541,4060,30.3397
1499,2,898,3541,4060,30.3398
1499,2,897,3542,4060,30.3406
1499,2,896,3543,4060,30.3409
1500,2,896,3543,4059,30.3415
1499,2,897,3543,4059,30.3417
1500,2,897,3543,4058,30.342
1500,2,896,3544,4058,30.3421
1499,2,897,3544,4058,30.3424
1499,2,896,3545,4058,30.3454
1498,2,897,3545,4058,30.3467
1498,2,896,3546,4058,30.348
1497,2,897,3546,4058,30.3488
1498,2,897,3546,4057,30.351
1498,2,896,3547,4057,30.3513
1497,2,897,3547,4057,30.3517
1496,2,898,3547,4057,30.3522
1496,2,897,3548,4057,30.3535
1497,2,897,3548,4056,30.355
1496,2,898,3548,4056,30.3561
1495,2,899,3548,4056,30.3565
1494,2,900,3548,4056,30.3568
1493,2,901,3548,4056,30.3572
1492,2,902,3548,4056,30.3577
1492,2,901,3549,4056,30.3577
1493,2,901,3549,4055,30.3579
1492,2,902,3549,4055,30.3581
1493,2,902,3549,4054,30.3585
1493,2,901,3550,4054,30.3619
1493,2,900,3551,4054,30.364
1493,2,899,3552,4054,30.3661
1493,2,898,3553,4054,30.3664
1493,2,897,3554,4054,30.3667
1494,2,897,3554,4053,30.3672
1493,2,898,3554,4053,30.3672
1493,2,897,3555,4053,30.3676
1493,2,896,3556,4053,30.3681
1494,2,896,3556,4052,30.3691
1493,2,897,3556,4052,30.3703
1492,2,898,3556,4052,30.3705
1493,2,898,3556,4051,30.3705
1494,2,898,3556,4050,30.3719
1494,2,897,3557,4050,30.3719
1495,2,897,3557,4049,30.3727
1494,2,898,3557,4049,30.3729
1493,2,899,3557,4049,30.373
1493,2,898,3558,4049,30.3734
1492,2,899,3558,4049,30.3771
1491,2,900,3558,4049,30.3777
1491,2,899,3559,4049,30.3804
1492,2,899,3559,4048,30.381
1493,2,899,3559,4047,30.3815
1493,2,898,3560,4047,30.383
1494,2,898,3560,4046,30.3838
1495,2,898,3560,4045,30.3842
1495,2,897,3561,4045,30.3846
1494,2,898,3561,4045,30.3871
1493,2,899,3561,4045,30.3883
1493,2,898,3562,4045,30.3883
1492,2,899,3562,4045,30.3894
1492,2,898,3563,4045,30.3925
1492,2,897,3564,4045,30.3929
1491,2,898,3564,4045,30.3958
1490,2,899,3564,4045,30.397
1489,2,900,3564,4045,30.3976
1489,2,899,3565,4045,30.398
1488,2,900,3565,4045,30.4012
1487,2,901,3565,4045,30.4017
1488,2,901,3565,4044,30.4018
1487,2,902,3565,4044,30.4029
1488,2,902,3565,4043,30.4034
1487,2,903,3565,4043,30.4036
1487,2,902,3566,4043,30.4038
1488,2,902,3566,4042,30.4053
1487,2,903,3566,4042,30.4053
1487,2,902,3567,4042,30.406
1488,2,902,3567,4041,30.4066
1489,2,902,3567,4040,30.4083
1490,2,902,3567,4039,30.4094
1490,2,901,3568,4039,30.412
1490,2,900,3569,4039,30.4135
1489,2,901,3569,4039,30.4141
1489,2,900,3570,4039,30.4149
1490,2,900,3570,4038,30.4162
1489,2,901,3570,4038,30.4193
1489,2,900,3571,4038,30.4211
1489,2,899,3572,4038,30.4213
1490,2,899,3572,4037,30.4214
1489,2,900,3572,4037,30.4219
1490,2,900,3572,4036,30.4219
1490,2,899,3573,4036,30.4235
1491,2,899,3573,4035,30.4257
1491,2,898,3574,4035,30.4258
1492,2,898,3574,4034,30.426
1493,2,898,3574,4033,30.4261
1494,2,898,3574,4032,30.4283
1493,2,899,3574,4032,30.4287
1492,2,900,3574,4032,30.4288
1493,2,900,3574,4031,30.4293
1493,2,899,3575,4031,30.4294
1494,2,899,3575,4030,30.43
1494,2,898,3576,4030,30.4308
1495,2,898,3576,4029,30.4321
1496,2,898,3576,4028,30.4326
1497,2,898,3576,4027,30.434
1497,2,897,3577,4027,30.4342
1497,2,896,3578,4027,30.4358
1498,2,896,3578,4026,30.4359
1497,2,897,3578,4026,30.4368
1497,2,896,3579,4026,30.4385
1497,2,895,3580,4026,30.4393
1497,2,894,3581,4026,30.4398
1496,2,895,3581,4026,30.4404
1497,2,895,3581,4025,30.4408
1496,2,896,3581,4025,30.4432
1496,2,895,3582,4025,30.4437
1495,2,896,3582,4025,30.444
1494,2,897,3582,4025,30.444
1493,2,898,3582,4025,30.4444
1494,2,898,3582,4024,30.4497
1493,2,899,3582,4024,30.4504
1494,2,899,3582,4023,30.4509
1495,2,899,3582,4022,30.4514
1494,2,900,3582,4022,30.4546
1493,2,901,3582,4022,30.4551
1494,2,901,3582,4021,30.4565
1493,2,902,3582,4021,30.4566
1493,2,901,3583,4021,30.4574
1492,2,902,3583,4021,30.458
1491,2,903,3583,4021,30.4594
1491,2,902,3584,4021,30.4602
1490,2,903,3584,4021,30.4605
1491,2,903,3584,4020,30.4611
1490,2,904,3584,4020,30.4618
1489,2,905,3584,4020,30.4621
1490,2,905,3584,4019,30.4645
1491,2,905,3584,4018,30.4703
1491,2,904,3585,4018,30.4708
1492,2,904,3585,4017,30.4764
1493,2,904,3585,4016,30.4768
1492,2,905,3585,4016,30.4785
1493,2,905,3585,4015,30.4805
1492,2,906,3585,4015,30.4815
1491,2,907,3585,4015,30.4825
1490,2,908,3585,4015,30.4861
1490,2,907,3586,4015,30.4864
1491,2,907,3586,4014,30.4874
1492,2,907,3586,4013,30.4874
1492,2,906,3587,4013,30.4875
1493,2,906,3587,4012,30.4887
1494,2,906,3587,4011,30.4907
1494,2,905,3588,4011,30.4909
1494,2,904,3589,4011,30.491
1495,2,904,3589,4010,30.4912
1496,2,904,3589,4009,30.4924
1497,2,904,3589,4008,30.4938
1496,2,905,3589,4008,30.4938
1496,2,904,3590,4008,30.4939
1496,2,903,3591,4008,30.4953
1495,2,904,3591,4008,30.4961
1496,2,904,3591,4007,30.4965
1496,2,903,3592,4007,30.4989
1495,2,904,3592,4007,30.4996
1495,2,903,3593,4007,30.5007
1494,2,904,3593,4007,30.5035
1494,2,903,3594,4007,30.5056
1493,2,904,3594,4007,30.5057
1493,2,903,3595,4007,30.5064
1494,2,903,3595,4006,30.5076
1495,2,903,3595,4005,30.5089
1494,2,904,3595,4005,30.5089
1495,2,904,3595,4004,30.5095
1495,2,903,3596,4004,30.5101
1496,2,903,3596,4003,30.5101
1495,2,904,3596,4003,30.5111
1495,2,903,3597,4003,30.5111
1494,2,904,3597,4003,30.5112
1495,2,904,3597,4002,30.5114
1494,2,905,3597,4002,30.5114
1493,2,906,3597,4002,30.5116
1493,2,905,3598,4002,30.5147
1493,2,904,3599,4002,30.5152
1494,2,904,3599,4001,30.5155
1495,2,904,3599,4000,30.5156
1494,2,905,3599,4000,30.5162
1493,2,906,3599,4000,30.5185
1493,2,905,3600,4000,30.5196
1492,2,906,3600,4000,30.5204
1492,2,905,3601,4000,30.5207
1492,2,904,3602,4000,30.522
1491,2,905,3602,4000,30.5222
1491,2,904,3603,4000,30.526
1492,2,904,3603,3999,30.5261
1491,2,905,3603,3999,30.5267
1491,2,904,3604,3999,30.5282
1490,2,905,3604,3999,30.5291
1490,2,904,3605,3999,30.5337
1490,2,903,3606,3999,30.5347
1489,2,904,3606,3999,30.5357
1488,2,905,3606,3999,30.5361
1487,2,906,3606,3999,30.5364
1488,2,906,3606,3998,30.5375
1487,2,907,3606,3998,30.5376
1488,2,907,3606,3997,30.5386
1488,2,906,3607,3997,30.5406
1487,2,907,3607,3997,30.5414
1486,2,908,3607,3997,30.5443
1485,2,909,3607,3997,30.5445
1484,2,910,3607,3997,30.5462
1483,2,911,3607,3997,30.5462
1482,2,912,3607,3997,30.5493
1482,2,911,3608,3997,30.5493
1481,2,912,3608,3997,30.5495
1480,2,913,3608,3997,30.5523
1481,2,913,3608,3996,30.5554
1480,2,914,3608,3996,30.5569
1481,2,914,3608,3995,30.5576
1481,2,913,3609,3995,30.5577
1480,2,914,3609,3995,30.5583
1480,2,913,3610,3995,30.5588
1481,2,913,3610,3994,30.5614
1480,2,914,3610,3994,30.5617
1481,2,914,3610,3993,30.5627
1480,2,915,3610,3993,30.5632
1479,2,916,3610,3993,30.5644
1480,2,916,3610,3992,30.565
1479,2,917,3610,3992,30.5672
1480,2,917,3610,3991,30.5677
1479,2,918,3610,3991,30.5682
1478,2,919,3610,3991,30.571
1477,2,920,3610,3991,30.5755
1476,2,921,3610,3991,30.5766
1477,2,921,3610,3990,30.5774
1476,2,922,3610,3990,30.5779
1477,2,922,3610,3989,30.5783
1476,2,923,3610,3989,30.5802
1477,2,923,3610,3988,30.5806
1476,2,924,3610,3988,30.5828
1475,2,925,3610,3988,30.5846
1476,2,925,3610,3987,30.5851
1476,2,924,3611,3987,30.588
1476,2,923,3612,3987,30.5881
1475,2,924,3612,3987,30.589
1476,2,924,3612,3986,30.59
1477,2,924,3612,3985,30.5901
1478,2,924,3612,3984,30.591
1479,2,924,3612,3983,30.5926
1478,2,925,3612,3983,30.5936
1478,2,924,3613,3983,30.5943
1477,2,925,3613,3983,30.5945
1476,2,926,3613,3983,30.5952
1475,2,927,3613,3983,30.5971
1476,2,927,3613,3982,30.598
1477,2,927,3613,3981,30.5989
1478,2,927,3613,3980,30.6
1477,2,928,3613,3980,30.6007
1476,2,929,3613,3980,30.6009
1477,2,929,3613,3979,30.604
1476,2,930,3613,3979,30.6042
1477,2,930,3613,3978,30.6074
1478,2,930,3613,3977,30.6076
1478,2,929,3614,3977,30.6084
1478,2,928,3615,3977,30.6086
1479,2,928,3615,3976,30.6092
1478,2,929,3615,3976,30.6093
1479,2,929,3615,3975,30.6105
1479,2,928,3616,3975,30.611
1480,2,928,3616,3974,30.612
1479,2,929,3616,3974,30.6126
1479,2,928,3617,3974,30.6127
1480,2,928,3617,3973,30.6137
1479,2,929,3617,3973,30.6142
1480,2,929,3617,3972,30.6185
1481,2,929,3617,3971,30.6189
1481,2,928,3618,3971,30.6201
1482,2,928,3618,3970,30.6209
1481,2,929,3618,3970,30.6228
1480,2,930,3618,3970,30.6229
1479,2,931,3618,3970,30.6292
1479,2,930,3619,3970,30.6299
1480,2,930,3619,3969,30.6303
1479,2,931,3619,3969,30.6306
1480,2,931,3619,3968,30.6326
1481,2,931,3619,3967,30.6336
1481,2,930,3620,3967,30.6348
1481,2,929,3621,3967,30.6359
1481,2,928,3622,3967,30.6367
1482,2,928,3622,3966,30.6396
1482,2,927,3623,3966,30.6407
1483,2,927,3623,3965,30.6425
1483,2,926,3624,3965,30.6431
1483,2,925,3625,3965,30.6431
1483,2,924,3626,3965,30.6445
1484,2,924,3626,3964,30.647
1484,2,923,3627,3964,30.6478
1484,2,922,3628,3964,30.648
1483,2,923,3628,3964,30.648
1482,2,924,3628,3964,30.6486
1481,2,925,3628,3964,30.6499
1482,2,925,3628,3963,30.6503
1482,2,924,3629,3963,30.6504
1481,2,925,3629,3963,30.6508
1480,2,926,3629,3963,30.6509
1481,2,926,3629,3962,30.6511
1481,2,925,3630,3962,30.6538
1482,2,925,3630,3961,30.6544
1483,2,925,3630,3960,30.6614
1483,2,924,3631,3960,30.6624
1483,2,923,3632,3960,30.663
1484,2,923,3632,3959,30.6653
1483,2,924,3632,3959,30.6656
1483,2,923,3633,3959,30.6656
1484,2,923,3633,3958,30.6659
1485,2,923,3633,3957,30.6674
1485,2,922,3634,3957,30.6675
1485,2,921,3635,3957,30.6683
1484,2,922,3635,3957,30.6708
1484,2,921,3636,3957,30.6722
1483,2,922,3636,3957,30.6725
1483,2,921,3637,3957,30.6737
1483,2,920,3638,3957,30.6748
1483,2,919,3639,3957,30.676
1483,2,918,3640,3957,30.6763
1484,2,918,3640,3956,30.6783
1484,2,917,3641,3956,30.6801
1484,2,916,3642,3956,30.6822
1483,2,917,3642,3956,30.6849
1484,2,917,3642,3955,30.6875
1484,2,916,3643,3955,30.6886
1484,2,915,3644,3955,30.6892
1484,2,914,3645,3955,30.6934
1485,2,914,3645,3954,30.6968
1485,2,913,3646,3954,30.6988
1486,2,913,3646,3953,30.6992
1485,2,914,3646,3953,30.7006
1485,2,913,3647,3953,30.7013
1484,2,914,3647,3953,30.7017
1485,2,914,3647,3952,30.7032
1485,2,913,3648,3952,30.7061
1486,2,913,3648,3951,30.7074
1487,2,913,3648,3950,30.7096
1486,2,914,3648,3950,30.7107
1485,2,915,3648,3950,30.7127
1485,2,914,3649,3950,30.7156
1484,2,915,3649,3950,30.7172
1483,2,916,3649,3950,30.7173
1484,2,916,3649,3949,30.7174
1484,2,915,3650,3949,30.7177
1485,2,915,3650,3948,30.7205
1484,2,916,3650,3948,30.7209
1484,2,915,3651,3948,30.7245
1483,2,916,3651,3948,30.7252
1484,2,916,3651,3947,30.7268
1485,2,916,3651,3946,30.7272
1486,2,916,3651,3945,30.7288
1485,2,917,3651,3945,30.7301
1484,2,918,3651,3945,30.7308
1485,2,918,3651,3944,30.7315
1484,2,919,3651,3944,30.732
1483,2,920,3651,3944,30.7325
1484,2,920,3651,3943,30.7341
1484,2,919,3652,3943,30.7347
1485,2,919,3652,3942,30.7365
1485,2,918,3653,3942,30.7367
1486,2,918,3653,3941,30.7374
1486,2,917,3654,3941,30.7375
1487,2,917,3654,3940,30.7378
1486,2,918,3654,3940,30.7379
1487,2,918,3654,3939,30.7398
1488,2,918,3654,3938,30.7431
1487,2,919,3654,3938,30.7436
1486,2,920,3654,3938,30.7437
1487,2,920,3654,3937,30.7456
1486,2,921,3654,3937,30.7462
1486,2,920,3655,3937,30.7477
1486,2,919,3656,3937,30.7478
1486,2,918,3657,3937,30.749
1485,2,919,3657,3937,30.7502
1485,2,918,3658,3937,30.7509
1486,2,918,3658,3936,30.7537
1485,2,919,3658,3936,30.7548
1486,2,919,3658,3935,30.7554
1485,2,920,3658,3935,30.7558
1484,2,921,3658,3935,30.7568
1485,2,921,3658,3934,30.7596
1484,2,922,3658,3934,30.7606
1483,2,923,3658,3934,30.7613
1484,2,923,3658,3933,30.7615
1483,2,924,3658,3933,30.7616
1482,2,925,3658,3933,30.7627
1481,2,926,3658,3933,30.763
1481,2,925,3659,3933,30.7646
1482,2,925,3659,3932,30.7665
1483,2,925,3659,3931,30.7675
1482,2,926,3659,3931,30.7684
1481,2,927,3659,3931,30.7709
1480,2,928,3659,3931,30.7721
1480,2,927,3660,3931,30.7729
1479,2,928,3660,3931,30.7737
1480,2,928,3660,3930,30.7744
1481,2,928,3660,3929,30.7778
1482,2,928,3660,3928,30.7802
1482,2,927,3661,3928,30.7804
1483,2,927,3661,3927,30.7805
1482,2,928,3661,3927,30.7815
1481,2,929,3661,3927,30.7829
1482,2,929,3661,3926,30.7862
1481,2,930,3661,3926,30.7862
1481,2,929,3662,3926,30.7863
1482,2,929,3662,3925,30.7864
1481,2,930,3662,3925,30.7868
1480,2,931,3662,3925,30.7871
1479,2,932,3662,3925,30.7872
1480,2,932,3662,3924,30.7876
1479,2,933,3662,3924,30.7886
1478,2,934,3662,3924,30.7891
1478,2,933,3663,3924,30.7899
1479,2,933,3663,3923,30.7901
1478,2,934,3663,3923,30.7906
1477,2,935,3663,3923,30.7906
1476,2,936,3663,3923,30.7941
1477,2,936,3663,3922,30.7944
1477,2,935,3664,3922,30.7947
1477,2,934,3665,3922,30.7964
1477,2,933,3666,3922,30.7999
1477,2,932,3667,3922,30.8027
1476,2,933,3667,3922,30.8033
1476,2,932,3668,3922,30.8035
1477,2,932,3668,3921,30.8045
1477,2,931,3669,3921,30.805
1477,2,930,3670,3921,30.8073
1478,2,930,3670,3920,30.8076
1477,2,931,3670,3920,30.8094
1476,2,932,3670,3920,30.8106
1477,2,932,3670,3919,30.8111
1476,2,933,3670,3919,30.8132
1476,2,932,3671,3919,30.816
1476,2,931,3672,3919,30.8162
1477,2,931,3672,3918,30.8174
1476,2,932,3672,3918,30.8178
1476,2,931,3673,3918,30.8182
1477,2,931,3673,3917,30.8186
1477,2,930,3674,3917,30.8202
1476,2,931,3674,3917,30.8206
1476,2,930,3675,3917,30.8216
1475,2,931,3675,3917,30.8216
1476,2,931,3675,3916,30.822
1476,2,930,3676,3916,30.8239
1477,2,930,3676,3915,30.8247
1478,2,930,3676,3914,30.8254
1479,2,930,3676,3913,30.8264
1479,2,929,3677,3913,30.8281
1480,2,929,3677,3912,30.8295
1481,2,929,3677,3911,30.8307
1481,2,928,3678,3911,30.8308
1480,2,929,3678,3911,30.8336
1479,2,930,3678,3911,30.8337
1479,2,929,3679,3911,30.8352
1479,2,928,3680,3911,30.8358
1478,2,929,3680,3911,30.8374
1479,2,929,3680,3910,30.8379
1478,2,930,3680,3910,30.8397
1479,2,930,3680,3909,30.8399
1478,2,931,3680,3909,30.8401
1478,2,930,3681,3909,30.8406
1479,2,930,3681,3908,30.8424
1479,2,929,3682,3908,30.843
1480,2,929,3682,3907,30.8436
1481,2,929,3682,3906,30.844
1480,2,930,3682,3906,30.845
1481,2,930,3682,3905,30.8451
1481,2,929,3683,3905,30.8452
1482,2,929,3683,3904,30.8452
1483,2,929,3683,3903,30.8454
1483,2,928,3684,3903,30.8457
1483,2,927,3685,3903,30.8465
1483,2,926,3686,3903,30.8472
1482,2,927,3686,3903,30.8479
1483,2,927,3686,3902,30.8496
1482,2,928,3686,3902,30.8504
1483,2,928,3686,3901,30.8526
1482,2,929,3686,3901,30.8532
1482,2,928,3687,3901,30.8539
1483,2,928,3687,3900,30.8543
1482,2,929,3687,3900,30.8549
1482,2,928,3688,3900,30.8562
1482,2,927,3689,3900,30.8564
1482,2,926,3690,3900,30.8572
1481,2,927,3690,3900,30.8573
1480,2,928,3690,3900,30.8587
1479,2,929,3690,3900,30.8606
1480,2,929,3690,3899,30.8608
1480,2,928,3691,3899,30.8612
1481,2,928,3691,3898,30.8622
1480,2,929,3691,3898,30.8624
1481,2,929,3691,3897,30.8643
1480,2,930,3691,3897,30.8673
1480,2,929,3692,3897,30.8691
1479,2,930,3692,3897,30.8691
1478,2,931,3692,3897,30.8691
1479,2,931,3692,3896,30.8691
1478,2,932,3692,3896,30.8693
1477,2,933,3692,3896,30.8697
1478,2,933,3692,3895,30.8703
1479,2,933,3692,3894,30.8711
1479,2,932,3693,3894,30.8717
1480,2,932,3693,3893,30.8732
1481,2,932,3693,3892,30.876
1480,2,933,3693,3892,30.8765
1480,2,932,3694,3892,30.8778
1481,2,932,3694,3891,30.8782
1482,2,932,3694,3890,30.8786
1482,2,931,3695,3890,30.88
1482,2,930,3696,3890,30.8813
1483,2,930,3696,3889,30.8814
1482,2,931,3696,3889,30.8852
1482,2,930,3697,3889,30.8869
1481,2,931,3697,3889,30.8879
1481,2,930,3698,3889,30.8898
1482,2,930,3698,3888,30.8928
1483,2,930,3698,3887,30.8947
1483,2,929,3699,3887,30.8958
1482,2,930,3699,3887,30.8961
1483,2,930,3699,3886,30.8979
1482,2,931,3699,3886,30.9008
1482,2,930,3700,3886,30.9027
1483,2,930,3700,3885,30.904
1483,2,929,3701,3885,30.9061
1484,2,929,3701,3884,30.909
1484,2,928,3702,3884,30.9101
1484,2,927,3703,3884,30.9109
1484,2,926,3704,3884,30.9118
1485,2,926,3704,3883,30.9125
1486,2,926,3704,3882,30.9126
1485,2,927,3704,3882,30.9141
1485,2,926,3705,3882,30.9157
1484,2,927,3705,3882,30.9161
1483,2,928,3705,3882,30.9169
1483,2,927,3706,3882,30.919
1482,2,928,3706,3882,30.9208
1482,2,927,3707,3882,30.9227
1482,2,926,3708,3882,30.9233
1483,2,926,3708,3881,30.9233
1483,2,925,3709,3881,30.9243
1482,2,926,3709,3881,30.9244
1482,2,925,3710,3881,30.9255
1483,2,925,3710,3880,30.9262
1484,2,925,3710,3879,30.9264
1484,2,924,3711,3879,30.929
1485,2,924,3711,3878,30.9295
1485,2,923,3712,3878,30.931
1486,2,923,3712,3877,30.9323
1487,2,923,3712,3876,30.9332
1486,2,924,3712,3876,30.9335
1487,2,924,3712,3875,30.9351
1487,2,923,3713,3875,30.9364
1488,2,923,3713,3874,30.9376
1489,2,923,3713,3873,30.9383
1488,2,924,3713,3873,30.9385
1488,2,923,3714,3873,30.9415
1487,2,924,3714,3873,30.9432
1486,2,925,3714,3873,30.9434
1485,2,926,3714,3873,30.9435
1485,2,925,3715,3873,30.9448
1484,2,926,3715,3873,30.9462
1483,2,927,3715,3873,30.9483
1483,2,926,3716,3873,30.9491
1484,2,926,3716,3872,30.9492
1483,2,927,3716,3872,30.9494
1484,2,927,3716,3871,30.9497
1484,2,926,3717,3871,30.951
1484,2,925,3718,3871,30.953
1485,2,925,3718,3870,30.9558
1484,2,926,3718,3870,30.9564
1484,2,925,3719,3870,30.9566
1485,2,925,3719,3869,30.9569
1484,2,926,3719,3869,30.9582
1483,2,927,3719,3869,30.9583
1483,2,926,3720,3869,30.9595
1484,2,926,3720,3868,30.9615
1485,2,926,3720,3867,30.9646
1486,2,926,3720,3866,30.9684
1486,2,925,3721,3866,30.9692
1486,2,924,3722,3866,30.9709
1487,2,924,3722,3865,30.972
1488,2,924,3722,3864,30.9753
1487,2,925,3722,3864,30.9758
1488,2,925,3722,3863,30.9762
1489,2,925,3722,3862,30.9774
1489,2,924,3723,3862,30.9779
1488,2,925,3723,3862,30.9785
1489,2,925,3723,3861,30.9802
1488,2,926,3723,3861,30.9802
1489,2,926,3723,3860,30.9829
1490,2,926,3723,3859,30.984
1489,2,927,3723,3859,30.9845
1490,2,927,3723,3858,30.9849
1491,2,927,3723,3857,30.9859
1492,2,927,3723,3856,30.9867
1493,2,927,3723,3855,30.9875
1494,2,927,3723,3854,30.9887
1493,2,928,3723,3854,30.9896
1494,2,928,3723,3853,30.9921
1494,2,927,3724,3853,30.9923
1493,2,928,3724,3853,30.9932
1492,2,929,3724,3853,30.9932
1493,2,929,3724,3852,30.9944
1494,2,929,3724,3851,30.9945
1494,2,928,3725,3851,30.9957
1493,2,929,3725,3851,30.9973
1492,2,930,3725,3851,30.9984
1493,2,930,3725,3850,30.9984
1494,2,930,3725,3849,30.9986
1495,2,930,3725,3848,31.0005
1494,2,931,3725,3848,31.0018
1493,2,932,3725,3848,31.0022
1493,2,931,3726,3848,31.0038
1493,2,930,3727,3848,31.0064
1493,2,929,3728,3848,31.0067
1493,2,928,3729,3848,31.0102
1494,2,928,3729,3847,31.0107
1493,2,929,3729,3847,31.0111
1494,2,929,3729,3846,31.0117
1494,2,928,3730,3846,31.0128
1493,2,929,3730,3846,31.0137
1492,2,930,3730,3846,31.0142
1491,2,931,3730,3846,31.0174
1491,2,930,3731,3846,31.0178
1492,2,930,3731,3845,31.0188
1493,2,930,3731,3844,31.019
1493,2,929,3732,3844,31.0192
1493,2,928,3733,3844,31.0233
1494,2,928,3733,3843,31.0236
1493,2,929,3733,3843,31.0262
1493,2,928,3734,3843,31.0263
1493,2,927,3735,3843,31.0265
1494,2,927,3735,3842,31.031
1493,2,928,3735,3842,31.0324
1494,2,928,3735,3841,31.0339
1493,2,929,3735,3841,31.0362
1493,2,928,3736,3841,31.0373
1494,2,928,3736,3840,31.0392
1494,2,927,3737,3840,31.0413
1493,2,928,3737,3840,31.0451
1493,2,927,3738,3840,31.0458
1492,2,928,3738,3840,31.0478
1492,2,927,3739,3840,31.0491
1491,2,928,3739,3840,31.0501
1491,2,927,3740,3840,31.0509
1490,2,928,3740,3840,31.0514
1490,2,927,3741,3840,31.052
1491,2,927,3741,3839,31.0548
1490,2,928,3741,3839,31.0557
1489,2,929,3741,3839,31.0563
1490,2,929,3741,3838,31.0582
1491,2,929,3741,3837,31.0584
1491,2,928,3742,3837,31.0587
1492,2,928,3742,3836,31.0592
1491,2,929,3742,3836,31.0599
1491,2,928,3743,3836,31.0628
1491,2,927,3744,3836,31.064
1491,2,926,3745,3836,31.065
1492,2,926,3745,3835,31.0662
1493,2,926,3745,3834,31.0675
1492,2,927,3745,3834,31.0716
1491,2,928,3745,3834,31.0722
1491,2,927,3746,3834,31.0726
1490,2,928,3746,3834,31.0745
1491,2,928,3746,3833,31.075
1492,2,928,3746,3832,31.0776
1492,2,927,3747,3832,31.078
1492,2,926,3748,3832,31.0781
1493,2,926,3748,3831,31.0792
1494,2,926,3748,3830,31.0803
1495,2,926,3748,3829,31.0807
1496,2,926,3748,3828,31.0808
1495,2,927,3748,3828,31.0811
1496,2,927,3748,3827,31.0814
1495,2,928,3748,3827,31.0817
1496,2,928,3748,3826,31.0834
1497,2,928,3748,3825,31.0836
1498,2,928,3748,3824,31.084
1498,2,927,3749,3824,31.0853
1499,2,927,3749,3823,31.0854
1500,2,927,3749,3822,31.0873
1499,2,928,3749,3822,31.0882
1499,2,927,3750,3822,31.0896
1498,2,928,3750,3822,31.0924
1498,2,927,3751,3822,31.0928
1497,2,928,3751,3822,31.0934
1497,2,927,3752,3822,31.0943
1498,2,927,3752,3821,31.0956
1498,2,926,3753,3821,31.0973
1499,2,926,3753,3820,31.0974
1498,2,927,3753,3820,31.0981
1499,2,927,3753,3819,31.0995
1499,2,926,3754,3819,31.1001
1500,2,926,3754,3818,31.1018
1499,2,927,3754,3818,31.1018
1498,2,928,3754,3818,31.1024
1499,2,928,3754,3817,31.103
1500,2,928,3754,3816,31.1049
1499,2,929,3754,3816,31.1088
1499,2,928,3755,3816,31.1091
1499,2,927,3756,3816,31.1105
1499,2,926,3757,3816,31.1124
1499,2,925,3758,3816,31.1126
1499,2,924,3759,3816,31.1141
1500,2,924,3759,3815,31.115
1499,2,925,3759,3815,31.1152
1500,2,925,3759,3814,31.1161
1501,2,925,3759,3813,31.1174
1501,2,924,3760,3813,31.1186
1500,2,925,3760,3813,31.1194
1501,2,925,3760,3812,31.1205
1501,2,924,3761,3812,31.1222
1502,2,924,3761,3811,31.1246
1503,2,924,3761,3810,31.1253
1503,2,923,3762,3810,31.1274
1502,2,924,3762,3810,31.1278
1501,2,925,3762,3810,31.1279
1502,2,925,3762,3809,31.1294
1503,2,925,3762,3808,31.1335
1504,2,925,3762,3807,31.1386
1505,2,925,3762,3806,31.1391
1505,2,924,3763,3806,31.1393
1504,2,925,3763,3806,31.1401
1504,2,924,3764,3806,31.1442
1504,2,923,3765,3806,31.1456
1504,2,922,3766,3806,31.1456
1504,2,921,3767,3806,31.1487
1505,2,921,3767,3805,31.1558
1506,2,921,3767,3804,31.1579
1506,2,920,3768,3804,31.1596
1507,2,920,3768,3803,31.16
1506,2,921,3768,3803,31.1617
1506,2,920,3769,3803,31.1625
1505,2,921,3769,3803,31.1636
1505,2,920,3770,3803,31.1642
1504,2,921,3770,3803,31.1687
1505,2,921,3770,3802,31.1688
1505,2,920,3771,3802,31.1696
1506,2,920,3771,3801,31.1716
1505,2,921,3771,3801,31.1729
1504,2,922,3771,3801,31.1755
1505,2,922,3771,3800,31.1766
1505,2,921,3772,3800,31.1775
1506,2,921,3772,3799,31.1783
1506,2,920,3773,3799,31.1829
1505,2,921,3773,3799,31.1865
1505,2,920,3774,3799,31.1871
1506,2,920,3774,3798,31.1891
1507,2,920,3774,3797,31.1902
1507,2,919,3775,3797,31.1907
1506,2,920,3775,3797,31.192
1507,2,920,3775,3796,31.1932
1506,2,921,3775,3796,31.1939
1507,2,921,3775,3795,31.1947
1508,2,921,3775,3794,31.1951
1509,2,921,3775,3793,31.1957
1509,2,920,3776,3793,31.1962
1508,2,921,3776,3793,31.1975
1509,2,921,3776,3792,31.1975
1510,2,921,3776,3791,31.1989
